bin	marker_lineage	genomes	markers	marker_sets	completeness	contamination	strain_heterogeneity	genome_size	ambiguous_bases	scaffolds	contigs	N50_scaffolds	N50_contigs	mean_scaffold_length	mean_contig_length	longest_scaffold	longest_contig	gc	gc_std_scaffolds	coding_density	translation_table	predicted_genes	0	1	2	3	4	5+
SPAdes-MetaBAT2-S7.21	k__Bacteria (UID203)	5449	104	58	15.17	0.00	0.00	271321	165	142	157	1864	1803	1910	1727	3698	3698	73.4	1.85	90.73	11	389	89	15	0	0	0	0
SPAdes-MetaBAT2-S7.24	root (UID1)	5656	56	24	4.17	0.00	0.00	220540	30	44	47	5160	5008	5012	4691	14406	14406	64.4	1.99	80.09	11	232	55	1	0	0	0	0
SPAdes-MetaBAT2-S7.26	c__Gammaproteobacteria (UID4266)	1097	270	172	83.77	0.58	0.00	1147441	718	134	158	13591	11363	8562	7257	59049	59049	39.5	1.61	92.76	11	1203	34	235	1	0	0	0
SPAdes-MetaBAT2-S7.28	p__Proteobacteria (UID3880)	1495	261	164	96.95	1.22	0.00	3100565	1300	82	95	68646	64446	37811	32623	381656	381656	61.6	1.90	85.17	11	3004	10	249	2	0	0	0
SPAdes-MetaBAT2-S7.29	root (UID1)	5656	56	24	0.00	0.00	0.00	269654	200	25	27	21816	21816	10786	9979	58455	58455	53.2	5.33	86.27	11	307	56	0	0	0	0	0
SPAdes-MetaBAT2-S7.31	k__Bacteria (UID203)	5449	103	57	21.05	0.00	0.00	351353	0	20	20	95304	95304	17567	17567	110647	110647	52.3	4.80	89.38	11	382	88	15	0	0	0	0
SPAdes-MetaBAT2-S7.32	k__Bacteria (UID203)	5449	104	58	36.21	0.00	0.00	1010972	145	58	60	32497	32497	17430	16847	73987	73987	52.4	2.46	89.21	11	981	81	23	0	0	0	0
SPAdes-MetaBAT2-S7.35	k__Bacteria (UID203)	5449	103	57	64.04	0.00	0.00	1474587	474	44	59	86773	65709	33513	24984	213333	156673	57.1	1.83	89.66	11	1450	60	43	0	0	0	0
SPAdes-MetaBAT2-S7.36	root (UID1)	5656	56	24	0.00	0.00	0.00	336613	0	23	23	52830	52830	14635	14635	116321	116321	64.7	1.84	89.74	11	340	56	0	0	0	0	0
SPAdes-MetaBAT2-S7.38	root (UID1)	5656	56	24	0.00	0.00	0.00	515409	100	88	89	7506	7486	5856	5789	16824	16824	59.7	2.24	90.95	11	505	56	0	0	0	0	0
SPAdes-MetaBAT2-S7.4	p__Euryarchaeota (UID3)	148	187	124	98.28	1.21	0.00	2193274	200	156	165	35111	35111	14059	13291	195581	195581	44.6	9.63	88.68	11	2355	6	179	2	0	0	0
SPAdes-MetaBAT2-S7.40	k__Bacteria (UID1453)	901	171	117	66.12	3.07	100.00	1297263	1200	182	194	10366	9723	7127	6680	48402	48402	65.4	2.53	90.74	11	1424	67	98	6	0	0	0
SPAdes-MetaBAT2-S7.41	k__Bacteria (UID3187)	2258	181	110	64.13	0.00	0.00	1499679	285	50	53	52023	45378	29993	28290	128902	128902	55.0	2.43	89.47	11	1426	70	111	0	0	0	0
SPAdes-MetaBAT2-S7.49	k__Bacteria (UID3060)	138	338	246	28.71	0.09	0.00	382880	318	158	188	2563	2247	2423	2034	6759	6759	26.7	2.53	90.22	11	502	214	120	4	0	0	0
SPAdes-MetaBAT2-S7.51	root (UID1)	5656	56	24	0.00	0.00	0.00	356420	100	30	31	19442	18472	11880	11494	56604	44220	61.0	2.63	86.80	11	351	56	0	0	0	0	0
SPAdes-MetaBAT2-S7.57	k__Bacteria (UID203)	5449	104	58	7.55	0.00	0.00	761275	742	353	389	2135	2017	2156	1955	6067	6067	67.7	2.77	92.12	11	1005	97	7	0	0	0	0
SPAdes-MetaBAT2-S7.58	c__Alphaproteobacteria (UID3305)	564	349	230	85.17	2.58	45.45	4071516	2620	693	770	8025	7466	5875	5284	35358	35358	68.1	2.75	89.73	11	4417	51	289	8	1	0	0
SPAdes-MetaBAT2-S7.6	k__Bacteria (UID203)	5449	103	57	17.54	0.00	0.00	246548	10	17	18	18752	18752	14502	13696	72736	48294	51.4	1.39	86.99	11	267	92	11	0	0	0	0
SPAdes-MetaBAT2-S7.63	k__Bacteria (UID3187)	2258	181	110	89.42	7.73	0.00	2738145	1768	232	261	25540	25442	11802	10484	102401	89771	55.7	3.39	88.98	11	2820	42	128	11	0	0	0
SPAdes-MetaBAT2-S7.65	k__Bacteria (UID203)	5449	104	58	18.21	0.00	0.00	887671	890	232	249	4206	4052	3826	3561	42125	31825	62.8	2.25	90.53	11	1056	89	15	0	0	0	0
SPAdes-MetaBAT2-S7.67	k__Bacteria (UID203)	5449	104	58	15.52	0.00	0.00	695837	200	22	24	66471	66471	31628	28984	99005	99005	61.1	1.65	89.55	11	642	95	9	0	0	0	0
SPAdes-MetaBAT2-S7.7	k__Archaea (UID2)	207	148	106	99.53	18.08	0.00	2163166	236	157	160	54645	54645	13778	13518	178761	178761	47.6	10.62	89.54	11	2352	1	118	24	5	0	0
SPAdes-MetaBAT2-S7.70	k__Bacteria (UID3187)	2258	181	110	86.08	1.82	0.00	2600362	500	77	82	73592	73592	33770	31705	195039	195039	59.7	2.09	87.52	11	2402	43	136	2	0	0	0
SPAdes-MetaBAT2-S7.72	k__Bacteria (UID203)	5449	104	58	51.19	0.00	0.00	2978519	810	90	99	61291	58499	33094	30077	373262	373262	61.1	2.25	88.88	11	2599	66	38	0	0	0	0
SPAdes-MetaBAT2-S7.74	root (UID1)	5656	56	24	0.00	0.00	0.00	424634	0	33	33	20850	20850	12867	12867	73853	73853	59.5	1.64	85.99	11	531	56	0	0	0	0	0
SPAdes-MetaBAT2-S7.76	c__Gammaproteobacteria (UID4202)	67	481	276	95.50	4.70	0.00	3954077	1210	143	156	50033	49196	27650	25338	159797	159797	66.8	1.35	91.04	11	3616	33	430	17	1	0	0
SPAdes-MetaBAT2-S7.79	k__Bacteria (UID3187)	2258	187	116	97.60	0.86	100.00	2401954	300	108	111	47380	43666	22240	21636	184485	184485	58.9	1.97	89.82	11	2157	16	170	1	0	0	0
SPAdes-MetaBAT2-S7.8	k__Bacteria (UID1453)	901	171	117	99.15	1.28	0.00	2653563	1550	97	117	48243	43506	27356	22666	118110	118110	49.2	1.26	84.77	11	2518	1	168	2	0	0	0
SPAdes-MetaBAT2-S7.83	root (UID1)	5656	56	24	0.00	0.00	0.00	204547	0	14	14	19926	19926	14610	14610	66018	66018	57.6	1.45	84.60	11	201	56	0	0	0	0	0
SPAdes-MetaBAT2-S7.84	c__Alphaproteobacteria (UID3305)	564	349	230	97.25	1.83	14.29	4917203	1210	309	322	25738	24772	15913	15267	81665	75307	69.0	1.78	89.90	11	4866	19	323	7	0	0	0
SPAdes-MetaBAT2-S7.85	k__Bacteria (UID3187)	2258	187	116	88.69	0.86	0.00	3244431	200	103	105	52868	50899	31499	30897	238990	238990	59.0	1.57	88.13	11	2736	40	146	1	0	0	0
SPAdes-MetaBAT2-S7.86	c__Betaproteobacteria (UID3888)	323	386	233	96.05	0.64	0.00	3707871	3700	258	295	27564	24789	14371	12556	115916	110385	64.9	2.72	88.40	11	3781	47	337	2	0	0	0
SPAdes-MetaBAT2-S7.87	o__Rhodospirillales (UID3754)	63	336	201	52.51	0.00	0.00	2148756	509	242	265	12979	11582	8879	8106	42568	42568	71.4	1.76	92.72	11	2285	163	173	0	0	0	0
SPAdes-MetaBAT2-S7.89	k__Bacteria (UID203)	5449	104	58	6.90	0.00	0.00	295556	600	47	53	7483	6253	6288	5565	21700	21700	58.1	1.71	86.78	11	298	98	6	0	0	0	0
SPAdes-MetaBAT2-S7.92	root (UID1)	5656	56	24	0.00	0.00	0.00	249885	0	9	9	45435	45435	27765	27765	58798	58798	55.2	1.42	89.88	11	252	56	0	0	0	0	0
SPAdes-MetaBAT2-S7.95	k__Bacteria (UID203)	5449	103	57	46.49	8.77	28.57	2209967	483	216	223	23447	23447	10231	9908	110372	110372	55.0	4.58	88.95	11	2250	71	25	7	0	0	0
SPAdes-MetaBAT2-S7.97	k__Bacteria (UID3187)	2258	187	116	79.17	0.00	0.00	2090202	5200	280	332	10285	8396	7465	6280	48933	48933	56.6	1.79	89.76	11	1920	49	138	0	0	0	0
SPAdes-MetaBAT2-S7.98	root (UID1)	5656	56	24	0.00	0.00	0.00	210786	188	62	71	3816	3372	3399	2966	9536	9536	60.4	1.38	88.95	11	231	56	0	0	0	0	0
SPAdes-MetaBAT2Refined-S1.29	c__Betaproteobacteria (UID3959)	235	419	211	95.62	0.26	16.67	2790730	6200	149	211	33036	22215	18729	13196	131376	131376	54.0	3.18	89.71	11	2799	13	400	6	0	0	0
SPAdes-MetaBAT2Refined-S1.30	k__Bacteria (UID3187)	2258	187	116	96.12	0.86	0.00	3521098	468	113	124	45634	45634	31160	28392	239656	206625	58.8	1.96	88.11	11	2963	5	181	1	0	0	0
SPAdes-MetaBAT2Refined-S1.34	c__Betaproteobacteria (UID3959)	235	418	210	98.99	2.75	10.00	3570448	1680	221	303	27988	19701	16155	11778	94292	81410	54.0	2.32	88.48	11	3611	9	401	7	1	0	0
SPAdes-MetaBAT2Refined-S1.35	c__Betaproteobacteria (UID3959)	235	419	211	96.80	0.00	0.00	2591185	400	58	62	85604	81624	44675	41786	261429	261429	50.7	1.59	89.12	11	2558	9	410	0	0	0	0
SPAdes-MetaBAT2Refined-S15.13	p__Firmicutes (UID239)	1324	170	100	98.00	0.00	0.00	2596589	200	18	20	157812	157812	144254	129819	532908	532908	61.7	0.95	88.87	11	2562	2	168	0	0	0	0
SPAdes-MetaBAT2Refined-S15.14	k__Bacteria (UID1453)	901	171	117	91.38	3.85	0.00	2835268	2920	69	100	99723	63595	41090	28323	242969	216582	65.4	1.49	91.38	11	2747	12	155	2	2	0	0
SPAdes-MetaBAT2Refined-S15.20	o__Actinomycetales (UID1590)	562	286	170	96.18	5.20	18.18	3372238	6600	163	229	39168	26599	20688	14697	210102	210102	71.1	2.11	90.02	11	3382	10	267	8	1	0	0
SPAdes-MetaBAT2Refined-S15.22	o__Actinomycetales (UID1696)	455	311	187	98.66	5.12	6.67	7691711	1121	273	316	48833	41916	28174	24337	146022	112633	70.6	2.09	87.69	11	7400	3	297	9	2	0	0
SPAdes-MetaBAT2Refined-S15.26	k__Bacteria (UID1453)	901	171	117	95.11	2.99	0.00	4142708	5810	202	261	44149	32168	20508	15850	122956	117482	70.0	2.66	90.43	11	4051	16	151	4	0	0	0
SPAdes-MetaBAT2Refined-S15.5	k__Bacteria (UID1453)	901	171	117	98.29	1.28	0.00	2512672	900	64	73	68053	61919	39260	34407	253532	253532	46.0	1.21	87.22	11	2341	2	167	2	0	0	0
SPAdes-MetaBAT2Refined-S15.61	p__Firmicutes (UID239)	1324	173	101	89.75	1.82	66.67	2375080	830	248	259	15137	14037	9576	9166	60571	60571	69.3	1.88	90.79	11	2464	20	150	3	0	0	0
SPAdes-MetaBAT2Refined-S15.62	p__Firmicutes (UID239)	1324	173	101	88.28	1.98	0.00	3011887	1725	263	299	17201	15913	11452	10067	59856	51397	73.8	2.34	88.07	11	2855	13	159	0	1	0	0
SPAdes-MetaBAT2Refined-S15.67	k__Bacteria (UID1452)	924	161	108	95.83	4.49	10.00	5505895	1100	92	112	88602	70884	59846	49149	285282	257128	70.8	1.39	86.92	11	5531	5	146	10	0	0	0
SPAdes-MetaBAT2Refined-S15.68	k__Bacteria (UID1453)	901	171	117	97.07	2.56	25.00	3322239	9320	131	226	46316	24904	25360	14658	175462	139863	71.8	2.37	87.78	11	3089	6	161	4	0	0	0
SPAdes-MetaBAT2Refined-S15.69	k__Bacteria (UID1453)	901	171	117	97.44	2.14	0.00	3153284	1758	94	113	98873	91002	33545	27889	212648	212648	48.4	1.96	86.37	11	3079	8	160	3	0	0	0
SPAdes-MetaBAT2Refined-S15.72	k__Bacteria (UID1453)	901	171	117	98.29	1.28	0.00	2196639	1124	98	110	41178	35266	22414	19959	128829	113254	52.0	0.96	87.40	11	2149	2	167	2	0	0	0
SPAdes-MetaBAT2Refined-S15.74	k__Bacteria (UID1453)	901	171	117	98.29	1.28	0.00	2266332	1510	98	114	39137	36841	23125	19866	132380	110531	48.3	1.12	88.18	11	2111	2	167	2	0	0	0
SPAdes-MetaBAT2Refined-S17.102	k__Bacteria (UID1452)	924	151	101	96.53	1.98	0.00	4460073	1130	130	144	84927	79808	34308	30964	336062	336062	64.7	1.69	85.10	11	3937	4	145	2	0	0	0
SPAdes-MetaBAT2Refined-S17.103_sub	p__Actinobacteria (UID1454)	732	200	117	64.81	0.80	33.33	2372089	1303	636	730	4208	3933	3729	3247	17530	17530	71.0	2.41	90.21	11	2823	79	118	3	0	0	0
SPAdes-MetaBAT2Refined-S17.106	o__Actinomycetales (UID1663)	488	309	185	96.81	2.97	16.67	3686387	1673	215	237	27270	25018	17145	15547	123659	93317	72.0	2.81	89.50	11	3709	9	294	6	0	0	0
SPAdes-MetaBAT2Refined-S17.10_sub	k__Bacteria (UID1452)	924	151	101	67.63	6.71	0.00	3158892	2868	1033	1262	3307	2981	3057	2500	13332	10689	64.7	1.88	89.34	11	3854	54	88	8	1	0	0
SPAdes-MetaBAT2Refined-S17.112	c__Alphaproteobacteria (UID3305)	564	349	230	88.16	3.57	50.00	4326155	3875	691	777	9083	8358	6260	5562	38916	36719	69.2	2.34	89.87	11	4546	48	289	10	2	0	0
SPAdes-MetaBAT2Refined-S17.113	p__Euryarchaeota (UID3)	148	187	124	98.25	0.81	0.00	1575602	100	64	65	34899	34899	24618	24238	167416	167416	45.3	2.23	89.57	11	1658	4	182	1	0	0	0
SPAdes-MetaBAT2Refined-S17.122_sub	k__Bacteria (UID1453)	901	171	117	90.55	3.40	20.00	2674061	3161	316	391	12925	9894	8462	6830	47935	37184	71.4	2.10	91.05	11	2733	27	134	10	0	0	0
SPAdes-MetaBAT2Refined-S17.13	c__Gammaproteobacteria (UID4202)	67	481	276	93.64	4.04	0.00	4049261	100	70	71	98746	98746	57846	57030	475685	475685	67.9	1.84	88.48	11	3592	38	431	9	2	1	0
SPAdes-MetaBAT2Refined-S17.137	k__Bacteria (UID2565)	2921	141	86	88.32	3.59	25.00	6680191	3449	1043	1256	8417	7166	6404	5315	41376	40156	65.6	2.11	86.90	11	6104	15	122	4	0	0	0
SPAdes-MetaBAT2Refined-S17.157_sub	k__Bacteria (UID1453)	901	171	117	74.09	2.99	25.00	1783318	1465	387	501	5603	4677	4608	3556	17862	15755	59.5	2.43	89.34	11	2025	45	122	4	0	0	0
SPAdes-MetaBAT2Refined-S17.16	p__Euryarchaeota (UID3)	148	188	125	95.87	1.60	0.00	1998181	100	48	49	71157	71157	41628	40777	213700	213700	72.2	1.17	91.16	11	1893	8	178	2	0	0	0
SPAdes-MetaBAT2Refined-S17.161	k__Bacteria (UID3187)	2258	182	112	91.96	0.89	0.00	3287040	1100	17	28	321897	219290	193355	117355	659521	659521	57.9	0.56	92.35	11	3142	9	172	1	0	0	0
SPAdes-MetaBAT2Refined-S17.163	k__Bacteria (UID1452)	924	161	108	62.96	1.85	0.00	1119663	60	63	69	33781	33781	17772	16226	74689	74689	35.9	1.96	90.43	11	1150	45	114	2	0	0	0
SPAdes-MetaBAT2Refined-S17.17	p__Euryarchaeota (UID3)	148	187	124	99.55	0.81	0.00	1811880	300	50	53	79465	77493	36237	34180	177892	161493	45.2	1.57	89.92	11	1953	2	184	1	0	0	0
SPAdes-MetaBAT2Refined-S17.172_sub	o__Rhodospirillales (UID3754)	63	336	201	81.29	10.02	17.95	4384534	3578	952	991	6047	5723	4605	4420	43882	43882	68.0	7.26	88.67	11	4622	55	244	36	1	0	0
SPAdes-MetaBAT2Refined-S17.18	k__Bacteria (UID1453)	901	171	117	98.90	3.85	0.00	3080153	7930	120	202	55222	31232	25667	15209	185913	169433	65.5	1.67	90.92	11	2970	3	164	2	2	0	0
SPAdes-MetaBAT2Refined-S17.182_sub	k__Bacteria (UID3187)	2258	188	117	93.59	0.85	100.00	3761727	3800	194	232	58621	53809	19390	16197	193402	193402	68.0	1.82	87.00	11	3226	26	161	1	0	0	0
SPAdes-MetaBAT2Refined-S17.184_sub	k__Bacteria (UID1453)	901	171	117	95.93	2.99	25.00	3267384	8170	173	261	33441	21112	18886	12487	137245	82508	71.9	1.98	88.04	11	3058	9	158	4	0	0	0
SPAdes-MetaBAT2Refined-S17.185	p__Euryarchaeota (UID3)	148	187	124	97.13	0.81	0.00	1495421	720	56	65	45631	45631	26703	22995	134720	104423	44.8	1.49	88.22	11	1483	5	181	1	0	0	0
SPAdes-MetaBAT2Refined-S17.187	k__Archaea (UID2)	207	145	103	98.22	2.91	0.00	2668382	1200	47	59	105229	97440	56774	45206	347179	347179	48.7	1.35	86.53	11	2914	3	139	3	0	0	0
SPAdes-MetaBAT2Refined-S17.189	k__Bacteria (UID3187)	2258	188	117	83.21	1.71	100.00	2987259	10210	276	379	14956	10595	10823	7855	61739	59953	56.3	1.32	88.35	11	2819	56	130	2	0	0	0
SPAdes-MetaBAT2Refined-S17.195	k__Bacteria (UID3187)	2258	187	116	83.88	15.11	27.27	7256933	2080	925	1031	10959	10156	7845	7036	60167	60167	59.9	3.36	86.66	11	6725	40	129	16	2	0	0
SPAdes-MetaBAT2Refined-S17.205	p__Firmicutes (UID239)	1324	173	101	90.49	6.93	85.71	2466633	1744	400	451	9350	8400	6166	5465	32803	32803	61.2	2.00	91.08	11	2707	32	134	7	0	0	0
SPAdes-MetaBAT2Refined-S17.30_sub	k__Bacteria (UID1453)	901	171	117	89.68	6.58	13.33	3827674	4137	451	526	11434	10220	8487	7269	38939	38939	69.7	2.08	87.92	11	4050	20	145	5	0	0	1
SPAdes-MetaBAT2Refined-S17.36_sub	k__Bacteria (UID1453)	901	171	117	94.87	1.28	0.00	3147761	10020	240	342	21321	15107	13115	9174	78344	59657	73.0	2.50	88.20	11	3071	7	162	2	0	0	0
SPAdes-MetaBAT2Refined-S17.38	k__Bacteria (UID3187)	2258	188	117	85.93	4.87	28.57	3403678	1160	395	449	13354	11664	8616	7577	72150	72150	67.9	1.87	92.77	11	3391	42	139	7	0	0	0
SPAdes-MetaBAT2Refined-S17.3_sub	p__Actinobacteria (UID1454)	732	200	117	70.81	3.03	25.00	4729988	3438	1297	1524	4214	3804	3646	3101	17426	16242	70.8	2.07	89.18	11	5656	66	128	5	1	0	0
SPAdes-MetaBAT2Refined-S17.51	k__Bacteria (UID1452)	924	151	101	69.49	4.46	40.00	2958348	1934	1104	1234	2813	2657	2679	2395	10253	10253	68.4	1.90	87.49	11	3607	51	95	5	0	0	0
SPAdes-MetaBAT2Refined-S17.63	o__Rhodospirillales (UID3754)	63	336	201	98.99	0.66	100.00	3843528	330	106	112	73651	73651	36259	34314	211382	211382	68.5	2.34	92.30	11	3703	3	331	2	0	0	0
SPAdes-MetaBAT2Refined-S17.66	k__Bacteria (UID3187)	2258	181	110	93.11	1.82	0.00	2173048	300	75	78	73759	73759	28973	27855	399706	399706	56.8	2.78	90.09	11	2181	15	164	2	0	0	0
SPAdes-MetaBAT2Refined-S17.68_sub	k__Bacteria (UID3187)	2258	187	116	96.07	2.41	11.11	4102362	2163	299	344	28659	25391	13720	11919	146367	131885	61.6	5.94	89.00	11	3576	6	174	6	1	0	0
SPAdes-MetaBAT2Refined-S17.70_sub	p__Actinobacteria (UID1454)	732	199	116	89.04	3.02	0.00	3081252	4329	578	667	7213	6336	5330	4613	37849	33132	70.8	3.00	91.40	11	3537	25	166	8	0	0	0
SPAdes-MetaBAT2Refined-S17.71	p__Euryarchaeota (UID3)	148	187	124	84.23	1.61	100.00	1409620	6800	149	217	12284	8326	9460	6464	38809	30240	45.1	1.68	86.61	11	1529	29	156	2	0	0	0
SPAdes-MetaBAT2Refined-S17.73_sub	k__Bacteria (UID1452)	924	161	108	97.69	0.00	0.00	2246464	900	51	60	92475	80399	44048	37426	180674	180674	70.6	1.09	90.40	11	2160	3	158	0	0	0	0
SPAdes-MetaBAT2Refined-S17.76	k__Bacteria (UID3187)	2258	187	116	97.89	0.00	0.00	5578484	5479	331	411	24779	21266	16853	13559	91032	86869	60.7	1.91	87.32	11	4729	11	176	0	0	0	0
SPAdes-MetaBAT2Refined-S17.87_sub	o__Actinomycetales (UID1590)	562	286	170	88.77	3.24	0.00	3021440	35310	250	604	19869	6684	12085	4943	75482	36541	75.9	2.01	88.22	11	2905	26	254	5	1	0	0
SPAdes-MetaBAT2Refined-S17.88	k__Bacteria (UID1452)	924	161	108	98.15	0.00	0.00	2504111	925	108	138	41311	32387	23186	18139	130801	95205	59.7	1.31	93.93	11	2634	2	159	0	0	0	0
SPAdes-MetaBAT2Refined-S17.90_sub	k__Bacteria (UID1453)	901	171	117	89.90	7.26	30.00	4975264	9660	426	528	19279	15383	11679	9404	81051	59425	68.7	2.01	90.35	11	5082	39	122	10	0	0	0
SPAdes-MetaBAT2Refined-S17.94	k__Bacteria (UID3187)	2258	187	116	99.78	0.86	0.00	4323399	700	86	93	99381	95918	50272	46480	234589	191563	61.6	1.01	87.74	11	3671	1	185	1	0	0	0
SPAdes-MetaBAT2Refined-S17.97	p__Euryarchaeota (UID3)	148	188	125	96.80	1.60	0.00	1547912	100	29	30	89902	89902	53376	51593	235567	235567	69.9	1.37	90.77	11	1499	6	180	2	0	0	0
SPAdes-MetaBAT2Refined-S2.100_sub	c__Alphaproteobacteria (UID3305)	564	349	230	97.31	10.65	0.00	6554169	9867	894	1119	15234	12999	7331	5848	73853	64908	66.1	7.03	87.46	11	6897	11	300	38	0	0	0
SPAdes-MetaBAT2Refined-S2.129	k__Bacteria (UID1453)	901	171	117	80.76	3.85	40.00	2259054	6246	503	590	5559	4738	4491	3818	33357	31245	70.7	2.04	90.62	11	2511	32	134	5	0	0	0
SPAdes-MetaBAT2Refined-S2.134_sub	k__Bacteria (UID3187)	2258	188	117	86.29	7.10	45.45	4109892	1201	436	495	14677	12802	9426	8300	80425	53812	57.1	2.08	90.05	11	3840	37	140	11	0	0	0
SPAdes-MetaBAT2Refined-S2.138	k__Bacteria (UID1452)	924	151	101	94.63	3.96	0.00	4712871	12194	272	452	25708	17690	17326	10399	110708	77354	66.1	1.81	84.35	11	4209	12	135	4	0	0	0
SPAdes-MetaBAT2Refined-S2.150	c__Gammaproteobacteria (UID4202)	67	481	276	92.82	2.82	0.00	3828603	40	39	43	116565	115946	98169	89036	382920	382920	68.0	1.48	88.46	11	3361	49	423	7	2	0	0
SPAdes-MetaBAT2Refined-S2.152_sub	k__Bacteria (UID1453)	901	171	117	92.31	3.85	14.29	3237559	770	62	76	84238	70022	52218	42589	182660	157745	73.5	1.14	90.36	11	3119	9	157	4	1	0	0
SPAdes-MetaBAT2Refined-S2.158	o__Actinomycetales (UID1663)	488	309	185	90.15	3.86	9.09	3341507	2928	455	611	10345	8350	7343	5464	48676	41626	72.2	2.83	89.74	11	3578	34	266	8	1	0	0
SPAdes-MetaBAT2Refined-S2.20_sub	p__Euryarchaeota (UID3)	148	188	125	96.34	0.80	0.00	2071035	500	112	117	29116	27108	18491	17696	93356	93356	49.1	1.90	88.53	11	2115	7	180	1	0	0	0
SPAdes-MetaBAT2Refined-S2.21	k__Bacteria (UID1452)	924	151	101	94.96	1.98	0.00	3809314	16200	286	448	18186	12054	13319	8466	78512	55198	66.1	1.30	81.47	11	3166	7	142	2	0	0	0
SPAdes-MetaBAT2Refined-S2.30	k__Bacteria (UID2565)	2921	141	86	90.89	1.16	0.00	5304650	5107	622	934	12441	8194	8528	5674	65677	39177	71.4	1.95	86.12	11	4815	9	131	1	0	0	0
SPAdes-MetaBAT2Refined-S2.34	k__Bacteria (UID2565)	2921	141	86	98.38	2.33	0.00	6556064	5240	234	308	43229	35120	28017	21268	153861	128136	57.9	1.65	83.80	11	4914	3	136	2	0	0	0
SPAdes-MetaBAT2Refined-S2.35	o__Actinomycetales (UID1663)	488	309	185	98.47	3.42	0.00	3832000	1820	88	108	94736	65341	43545	35464	348629	319310	70.5	2.14	91.67	11	3859	4	298	7	0	0	0
SPAdes-MetaBAT2Refined-S2.37	f__Xanthomonadaceae (UID4214)	55	659	290	98.55	1.62	0.00	2782111	400	28	32	206716	153430	99361	86928	268338	268338	68.1	1.28	90.75	11	2523	6	644	9	0	0	0
SPAdes-MetaBAT2Refined-S2.39_sub	o__Actinomycetales (UID1663)	488	309	185	77.95	3.32	37.50	2836384	5632	643	812	5429	4461	4411	3486	27950	20003	74.1	2.42	91.11	11	3262	75	226	8	0	0	0
SPAdes-MetaBAT2Refined-S2.40	k__Bacteria (UID1452)	924	151	101	93.73	1.32	0.00	6166548	7910	428	535	23816	18662	14407	11511	117617	115697	67.3	1.89	88.89	11	6047	9	140	2	0	0	0
SPAdes-MetaBAT2Refined-S2.52_sub	o__Rhodospirillales (UID3754)	63	336	201	79.43	2.22	22.22	4049611	6324	879	1196	5520	4344	4607	3380	22338	18582	68.1	2.95	90.00	11	4621	68	250	18	0	0	0
SPAdes-MetaBAT2Refined-S2.53	k__Bacteria (UID203)	5449	104	58	96.96	17.48	62.07	5247447	5527	377	447	25567	20497	13918	11726	126094	126094	68.6	1.75	90.10	11	5340	7	68	29	0	0	0
SPAdes-MetaBAT2Refined-S2.54	k__Bacteria (UID3187)	2258	188	117	97.39	0.91	100.00	2357814	855	127	150	28545	25036	18565	15713	112194	74437	59.1	1.81	89.74	11	2114	4	182	2	0	0	0
SPAdes-MetaBAT2Refined-S2.7_sub	k__Bacteria (UID1453)	901	171	117	90.85	5.56	18.18	3906389	5480	185	247	40228	27447	21115	15793	135679	135679	69.6	2.05	87.94	11	3899	23	144	2	1	1	0
SPAdes-MetaBAT2Refined-S2.87_sub	k__Bacteria (UID3187)	2258	188	117	69.43	1.28	100.00	2681890	6690	425	526	7856	6674	6310	5085	42110	33615	56.9	2.33	89.21	11	2591	67	119	2	0	0	0
SPAdes-MetaBAT2Refined-S2.8_sub	p__Euryarchaeota (UID3)	148	188	125	91.34	3.20	0.00	1952925	1564	206	316	13451	9947	9480	6175	52094	42040	72.3	2.04	90.14	11	2005	21	163	4	0	0	0
SPAdes-MetaBAT2Refined-S2.9	o__Actinomycetales (UID2012)	35	495	282	62.11	3.17	8.33	4141056	13004	1359	2108	3239	2498	3047	1958	41705	41705	72.9	2.43	87.57	11	5305	192	291	12	0	0	0
SPAdes-MetaBAT2Refined-S2.94	k__Bacteria (UID3187)	2258	187	116	94.54	0.00	0.00	3315332	0	30	30	193808	193808	110511	110511	383976	383976	59.7	0.71	91.16	11	2754	26	161	0	0	0	0
SPAdes-MetaBAT2Refined-S2.99	o__Rhodospirillales (UID3754)	63	336	201	50.32	0.82	60.00	1532683	8600	463	549	3587	2864	3310	2776	27434	27434	70.9	2.34	89.88	11	1739	147	184	5	0	0	0
SPAdes-MetaBAT2Refined-S3.102_sub	k__Bacteria (UID203)	5449	104	58	93.10	3.29	16.00	3972435	7365	184	259	42246	26473	21589	15309	148444	127037	69.5	2.27	87.81	11	3984	6	81	13	4	0	0
SPAdes-MetaBAT2Refined-S3.107_sub	k__Bacteria (UID3187)	2258	188	117	76.13	1.71	0.00	2684863	15202	648	867	5412	3958	4143	3079	40601	20824	55.9	3.74	87.58	11	2765	42	144	2	0	0	0
SPAdes-MetaBAT2Refined-S3.10_sub	k__Bacteria (UID3187)	2258	188	117	92.53	2.56	33.33	3927177	220	150	154	52696	51074	26181	25499	177804	177804	57.1	1.98	90.14	11	3478	27	158	3	0	0	0
SPAdes-MetaBAT2Refined-S3.110	k__Bacteria (UID2565)	2921	141	86	96.06	2.43	33.33	6311019	6624	373	658	27028	14831	16919	9581	82934	74438	58.1	1.95	84.07	11	4941	5	133	3	0	0	0
