chrom	length	bases	mean	min	max
NODE_10081_length_6716_cov_10.370365	6716	81937	12.20	4	51
NODE_10205_length_6634_cov_18.123575	6634	132817	20.02	0	36
NODE_10225_length_6619_cov_10.059567	6619	74542	11.26	2	19
NODE_10395_length_6491_cov_9.197172	6491	67505	10.40	0	20
NODE_11403_length_5819_cov_10.303088	5819	67534	11.61	1	44
NODE_12885_length_5058_cov_9.484509	5058	66842	13.22	2	116
NODE_13680_length_4724_cov_11.248447	4724	57924	12.26	4	32
NODE_13699_length_4712_cov_8.602749	4712	48018	10.19	1	23
NODE_14963_length_4259_cov_10.679829	4259	55355	13.00	3	23
NODE_15022_length_4239_cov_12.018403	4239	54445	12.84	5	24
NODE_15934_length_3991_cov_56.497967	3991	390684	97.89	31	304
NODE_17234_length_3676_cov_8.443524	3676	39541	10.76	1	27
NODE_17584_length_3597_cov_5.099379	3597	20864	5.80	1	13
NODE_18180_length_3478_cov_4.067193	3478	16143	4.64	1	10
NODE_18795_length_3362_cov_21.002721	3362	77010	22.91	13	33
NODE_20475_length_3101_cov_10.925476	3101	33063	10.66	4	24
NODE_22797_length_2811_cov_2.340711	2811	8769	3.12	0	5
NODE_22860_length_2803_cov_9.634643	2803	56479	20.15	1	83
NODE_26213_length_2470_cov_3.470393	2470	9580	3.88	1	10
NODE_26337_length_2458_cov_9.450687	2458	25926	10.55	2	17
NODE_26506_length_2441_cov_10.903604	2441	34806	14.26	5	67
NODE_30317_length_2159_cov_9.009506	2159	91330	42.30	3	273
NODE_33803_length_1956_cov_8.751184	1956	20097	10.27	0	20
NODE_33833_length_1955_cov_2.561053	1955	31191	15.95	0	475
NODE_34435_length_1923_cov_19.063169	1923	43120	22.42	11	52
NODE_35089_length_1892_cov_7.913990	1892	17757	9.39	0	18
NODE_35149_length_1889_cov_5.681570	1889	14263	7.55	1	14
NODE_35632_length_1866_cov_7.372722	1866	57008	30.55	5	245
NODE_35960_length_1850_cov_2.422841	1850	5512	2.98	1	5
NODE_37899_length_1767_cov_3.601636	1767	7565	4.28	1	8
NODE_38862_length_1728_cov_5.721458	1728	11611	6.72	1	14
NODE_39323_length_1709_cov_33.577993	1709	106741	62.46	13	169
NODE_39427_length_1706_cov_3.502726	1706	6560	3.85	1	10
NODE_40168_length_1678_cov_26.465188	1678	46160	27.51	14	39
NODE_40350_length_1671_cov_21.830446	1671	99307	59.43	10	197
NODE_40351_length_1671_cov_20.594678	1671	39248	23.49	12	36
NODE_42361_length_1600_cov_3.689320	1600	5912	3.69	1	7
NODE_43031_length_1577_cov_3.693167	1577	7133	4.52	1	9
NODE_44435_length_1533_cov_7.987821	1533	15181	9.90	2	20
NODE_45443_length_1504_cov_4.922015	1504	7678	5.11	1	11
NODE_97_length_139688_cov_327.836665	139688	52831408	378.21	0	2908
NODE_174_length_112040_cov_337.620199	112040	43020292	383.97	0	1280
NODE_390_length_76711_cov_329.388137	76711	28689149	373.99	97	689
NODE_734_length_56417_cov_333.964905	56417	22035909	390.59	0	3923
NODE_824_length_52327_cov_334.920416	52327	19821788	378.81	0	474
NODE_837_length_51585_cov_338.194547	51585	19731602	382.51	292	512
NODE_858_length_50797_cov_334.902113	50797	19487288	383.63	85	1506
NODE_893_length_49401_cov_349.140700	49401	19690219	398.58	86	4970
NODE_902_length_49066_cov_341.038012	49066	19079180	388.85	0	2541
NODE_981_length_46957_cov_342.719799	46957	18109266	385.66	255	692
NODE_1213_length_40749_cov_358.189217	40749	17314754	424.91	296	5399
NODE_1219_length_40624_cov_281.295718	40624	13285164	327.03	3	1161
NODE_1322_length_38515_cov_334.417031	38515	15572815	404.33	0	4044
NODE_1343_length_38033_cov_351.978409	38033	15660717	411.77	251	1613
NODE_1387_length_37174_cov_334.613890	37174	14147930	380.59	250	756
NODE_1481_length_35294_cov_336.016346	35294	14370350	407.16	0	5040
NODE_1539_length_34477_cov_328.829557	34477	12946154	375.50	160	808
NODE_1627_length_33524_cov_334.164481	33524	12806904	382.02	280	2237
NODE_1628_length_33507_cov_329.568695	33507	12493795	372.87	296	463
NODE_1637_length_33453_cov_332.816336	33453	12797801	382.56	17	2032
NODE_1640_length_33412_cov_341.188896	33412	13143879	393.39	222	1207
NODE_1688_length_32752_cov_340.736704	32752	13243429	404.35	0	1900
NODE_1695_length_32665_cov_329.295032	32665	12390287	379.31	192	1334
NODE_1714_length_32437_cov_334.140325	32437	12265222	378.12	263	552
NODE_1840_length_30932_cov_333.856722	30932	11666017	377.15	153	469
NODE_1856_length_30625_cov_336.123781	30625	11682067	381.46	295	471
NODE_1863_length_30553_cov_333.677717	30553	11861048	388.21	277	1919
NODE_1894_length_30218_cov_332.767331	30218	11612874	384.30	0	3499
NODE_1911_length_29969_cov_532.765494	29969	21847785	729.01	129	11190
NODE_1916_length_29895_cov_335.424263	29895	11375958	380.53	203	474
NODE_1968_length_29298_cov_350.208529	29298	12195505	416.26	218	5507
NODE_1987_length_29049_cov_331.674691	29049	10923807	376.05	87	451
NODE_2067_length_28287_cov_334.624787	28287	10788403	381.39	242	1690
NODE_2113_length_27949_cov_341.648204	27949	10806384	386.65	135	923
NODE_2185_length_27244_cov_330.914120	27244	10550050	387.24	268	3594
NODE_2201_length_27098_cov_352.346818	27098	10480717	386.77	55	980
NODE_2219_length_26930_cov_329.742512	26930	9991735	371.03	0	665
NODE_2364_length_25654_cov_331.522559	25654	9704624	378.29	216	1482
NODE_2369_length_25613_cov_334.733782	25613	9666298	377.40	171	451
NODE_2473_length_24833_cov_330.809630	24833	9414074	379.10	241	2003
NODE_2516_length_24549_cov_344.327631	24549	9372984	381.81	233	621
NODE_2520_length_24514_cov_328.657100	24514	9142657	372.96	239	461
NODE_2684_length_23414_cov_331.482253	23414	8857091	378.28	293	475
NODE_2807_length_22760_cov_327.849989	22760	8456157	371.54	0	464
NODE_2966_length_21779_cov_330.473946	21779	8183412	375.75	125	467
NODE_3038_length_21348_cov_331.447847	21348	8109980	379.89	97	3329
NODE_3059_length_21212_cov_338.015550	21212	8120229	382.81	275	861
NODE_3070_length_21128_cov_335.283965	21128	8032706	380.19	127	688
NODE_3096_length_20951_cov_336.035605	20951	7952866	379.59	294	485
NODE_3131_length_20741_cov_328.106304	20741	7816728	376.87	122	930
NODE_3219_length_20168_cov_336.656193	20168	7845008	388.98	238	2816
NODE_3277_length_19893_cov_325.964563	19893	7345758	369.26	148	467
NODE_3402_length_19352_cov_383.342178	19352	10472985	541.18	0	9858
NODE_3545_length_18762_cov_331.694125	18762	7056810	376.12	237	447
NODE_3772_length_17850_cov_341.937398	17850	6926494	388.04	87	480
NODE_3806_length_17716_cov_422.970047	17716	7832613	442.12	91	3482
NODE_3948_length_17124_cov_335.639815	17124	6541399	382.00	261	858
NODE_3986_length_17011_cov_328.725112	17011	6303018	370.53	80	450
NODE_4116_length_16598_cov_331.051200	16598	6244025	376.19	207	1224
NODE_4188_length_16345_cov_334.960160	16345	6664302	407.73	116	5228
NODE_4232_length_16178_cov_360.216771	16178	6937415	428.82	246	1655
NODE_4311_length_15895_cov_334.559154	15895	6006049	377.86	297	466
NODE_4317_length_15870_cov_333.756560	15870	5992876	377.62	0	476
NODE_4411_length_15581_cov_327.782494	15581	5778251	370.85	160	471
NODE_4437_length_15476_cov_333.210427	15476	5855038	378.33	10	1078
NODE_4609_length_15049_cov_326.728158	15049	5669038	376.71	0	462
NODE_4743_length_14642_cov_329.889422	14642	5649792	385.86	98	2544
NODE_4754_length_14608_cov_321.156188	14608	5347024	366.03	134	436
NODE_4831_length_14383_cov_325.963079	14383	5287507	367.62	132	456
NODE_4971_length_14023_cov_250.866767	14023	4083372	291.19	110	455
NODE_5080_length_13773_cov_337.343272	13773	6455734	468.72	140	3471
NODE_5232_length_13429_cov_333.253253	13429	5070275	377.56	247	457
NODE_5270_length_13348_cov_332.068908	13348	5014641	375.68	77	480
NODE_5380_length_13093_cov_325.787928	13093	4772594	364.51	252	469
NODE_5389_length_13072_cov_331.641469	13072	4932602	377.34	221	489
NODE_5553_length_12719_cov_335.302116	12719	4910242	386.06	287	796
NODE_5765_length_12296_cov_327.622335	12296	4599478	374.06	209	1077
NODE_5954_length_11934_cov_337.754693	11934	4566665	382.66	254	954
NODE_5976_length_11897_cov_334.073298	11897	4525076	380.35	161	454
NODE_5984_length_11884_cov_336.829656	11884	4734107	398.36	113	2319
NODE_6049_length_11744_cov_345.903157	11744	4836489	411.83	208	813
NODE_6274_length_11308_cov_329.158269	11308	4318437	381.89	131	1175
NODE_6433_length_11026_cov_332.560569	11026	4271411	387.39	296	2316
NODE_6732_length_10522_cov_334.155536	10522	3949888	375.39	223	512
NODE_7126_length_9925_cov_334.754002	9925	3748207	377.65	161	457
NODE_7287_length_9699_cov_345.021257	9699	3988134	411.19	226	2559
NODE_7298_length_9686_cov_319.741460	9686	3517925	363.20	127	784
NODE_7327_length_9645_cov_339.718457	9645	4452093	461.60	127	1035
NODE_7348_length_9620_cov_333.945949	9620	3643686	378.76	131	463
NODE_7538_length_9347_cov_327.087172	9347	3503348	374.81	207	1442
NODE_8746_length_7910_cov_331.306556	7910	2933106	370.81	166	478
NODE_8868_length_7786_cov_342.670806	7786	2962544	380.50	173	760
NODE_8930_length_7719_cov_343.136482	7719	3017860	390.97	318	463
NODE_8975_length_7669_cov_344.354741	7669	2947746	384.37	267	459
NODE_9302_length_7369_cov_336.138502	7369	2830491	384.11	238	1040
NODE_9445_length_7237_cov_333.625313	7237	2697795	372.78	162	466
NODE_9464_length_7220_cov_331.319609	7220	2739691	379.46	283	827
NODE_9633_length_7064_cov_332.416179	7064	2724701	385.72	218	1330
NODE_10222_length_6621_cov_369.352269	6621	2626292	396.66	116	852
NODE_10235_length_6606_cov_324.235842	6606	2428401	367.61	244	437
NODE_10261_length_6583_cov_332.273284	6583	2483009	377.19	288	469
NODE_10268_length_6578_cov_329.695539	6578	2460649	374.07	210	509
NODE_10280_length_6569_cov_310.089807	6569	2319802	353.14	117	423
NODE_10646_length_6336_cov_332.145041	6336	2399024	378.63	179	674
NODE_10752_length_6253_cov_267.942562	6253	1959860	313.43	98	419
NODE_11031_length_6051_cov_313.038359	6051	2408125	397.97	66	2580
NODE_11187_length_5958_cov_440.771472	5958	2931120	491.96	307	583
NODE_11759_length_5611_cov_328.712563	5611	2096878	373.71	142	454
NODE_11855_length_5557_cov_319.650854	5557	2033621	365.96	116	887
NODE_11904_length_5530_cov_329.279087	5530	2097513	379.30	236	870
NODE_12121_length_5420_cov_325.961230	5420	2060191	380.11	303	968
NODE_12134_length_5412_cov_521.947359	5412	3077718	568.68	234	3831
NODE_12252_length_5341_cov_357.785282	5341	2139740	400.63	22	1007
NODE_12284_length_5323_cov_334.104973	5323	1964554	369.07	92	438
NODE_12391_length_5271_cov_308.673121	5271	1480092	280.80	183	508
NODE_12407_length_5265_cov_336.387140	5265	1985004	377.02	284	446
NODE_12488_length_5224_cov_328.094022	5224	1915834	366.74	159	446
NODE_12542_length_5199_cov_336.235809	5199	1974659	379.82	63	441
NODE_12742_length_5124_cov_445.653581	5124	2688960	524.78	194	3250
NODE_13004_length_5005_cov_348.518384	5005	1930098	385.63	167	458
NODE_13154_length_4939_cov_328.129812	4939	1823330	369.17	261	432
NODE_13310_length_4881_cov_310.803771	4881	1716943	351.76	0	425
NODE_13494_length_4799_cov_343.951307	4799	1897890	395.48	0	1367
NODE_14343_length_4468_cov_328.205529	4468	1645415	368.27	193	431
NODE_14371_length_4458_cov_332.589598	4458	1652145	370.60	129	444
NODE_14769_length_4320_cov_329.328019	4320	1611834	373.11	166	449
NODE_15900_length_4000_cov_252.035234	4000	1885414	471.35	115	933
NODE_16600_length_3821_cov_326.706320	3821	1581255	413.83	199	1790
NODE_16907_length_3745_cov_327.875881	3745	1367856	365.25	194	429
NODE_17172_length_3689_cov_351.958998	3689	1498467	406.20	137	2134
NODE_17213_length_3680_cov_328.204966	3680	1431931	389.11	266	651
NODE_17593_length_3595_cov_343.312712	3595	1384664	385.16	278	512
NODE_17859_length_3537_cov_330.460080	3537	1340452	378.98	244	1042
NODE_18978_length_3332_cov_263.631980	3332	566974	170.16	34	302
NODE_19742_length_3209_cov_334.249841	3209	1205488	375.66	178	443
NODE_21308_length_2984_cov_649.573233	2984	1579860	529.44	39	2668
NODE_22293_length_2867_cov_336.529872	2867	1445688	504.25	249	2650
NODE_22641_length_2829_cov_328.829128	2829	1048479	370.62	250	476
NODE_23052_length_2780_cov_325.689541	2780	1006570	362.08	268	432
NODE_23067_length_2778_cov_320.725303	2778	1017784	366.37	143	431
NODE_23508_length_2729_cov_336.780105	2729	1020558	373.97	295	449
NODE_23579_length_2721_cov_344.500750	2721	1044998	384.05	200	433
NODE_24098_length_2669_cov_335.524101	2669	1000330	374.80	143	541
NODE_24149_length_2664_cov_315.401686	2664	944159	354.41	260	404
NODE_25844_length_2501_cov_349.905969	2501	1115157	445.88	321	2882
NODE_26503_length_2441_cov_336.858340	2441	908659	372.25	119	438
NODE_27839_length_2333_cov_339.795874	2333	882325	378.19	228	569
NODE_31677_length_2075_cov_345.052970	2075	805282	388.09	331	482
NODE_40764_length_1655_cov_320.388750	1655	587086	354.73	151	430
NODE_438_length_73486_cov_8.516757	73486	1353437	18.42	0	709
NODE_875_length_50221_cov_9.074812	50221	657842	13.10	1	656
NODE_1159_length_41931_cov_8.485385	41931	457433	10.91	0	137
NODE_1203_length_40984_cov_63.449095	40984	3921472	95.68	23	754
NODE_1308_length_38883_cov_9.204826	38883	458066	11.78	0	222
NODE_1698_length_32611_cov_9.312631	32611	486072	14.91	2	300
NODE_1768_length_31782_cov_8.928105	31782	526648	16.57	0	357
NODE_1837_length_30967_cov_8.574631	30967	903169	29.17	0	762
NODE_1842_length_30863_cov_9.243411	30863	536445	17.38	2	462
NODE_1930_length_29797_cov_9.403672	29797	341644	11.47	1	65
NODE_1975_length_29223_cov_8.615538	29223	784928	26.86	2	807
NODE_2022_length_28612_cov_8.361663	28612	518287	18.11	1	542
NODE_2137_length_27696_cov_9.317391	27696	705810	25.48	2	511
NODE_2140_length_27670_cov_8.994532	27670	416959	15.07	1	545
NODE_2177_length_27316_cov_8.502806	27316	754130	27.61	2	604
NODE_2252_length_26640_cov_8.702539	26640	606492	22.77	0	554
NODE_2281_length_26405_cov_8.765123	26405	288105	10.91	0	26
NODE_2323_length_26025_cov_8.863766	26025	469500	18.04	0	340
NODE_2324_length_26019_cov_8.484324	26019	279745	10.75	0	29
NODE_2402_length_25388_cov_8.759957	25388	346505	13.65	2	322
NODE_2462_length_24917_cov_8.595125	24917	763374	30.64	2	683
NODE_2468_length_24874_cov_8.432733	24874	672849	27.05	0	1197
NODE_2479_length_24782_cov_8.881789	24782	711218	28.70	1	653
NODE_2481_length_24770_cov_7.989035	24770	288282	11.64	2	233
NODE_2603_length_23932_cov_7.582025	23932	436099	18.22	0	484
NODE_2931_length_22009_cov_8.524187	22009	625428	28.42	0	884
NODE_2938_length_21971_cov_8.445793	21971	276577	12.59	1	236
NODE_2987_length_21648_cov_8.625897	21648	288665	13.33	1	50
NODE_2994_length_21614_cov_8.387263	21614	630263	29.16	0	692
NODE_3044_length_21318_cov_9.234915	21318	261324	12.26	0	104
NODE_3094_length_20959_cov_8.336251	20959	224461	10.71	2	49
NODE_3129_length_20746_cov_8.001692	20746	2259202	108.90	0	3846
NODE_3263_length_19978_cov_7.788586	19978	488009	24.43	0	749
NODE_3306_length_19736_cov_8.868350	19736	217027	11.00	0	65
NODE_3380_length_19430_cov_8.623639	19430	454745	23.40	3	425
NODE_3447_length_19104_cov_8.248727	19104	264353	13.84	0	397
NODE_3456_length_19063_cov_8.884575	19063	353448	18.54	0	401
NODE_3460_length_19053_cov_8.984314	19053	322268	16.91	0	373
NODE_3461_length_19052_cov_9.620203	19052	605825	31.80	2	850
NODE_3634_length_18392_cov_8.790969	18392	320853	17.45	2	922
NODE_3704_length_18086_cov_8.804559	18086	178784	9.89	2	44
NODE_3709_length_18074_cov_8.892003	18074	278072	15.39	2	309
NODE_3752_length_17948_cov_9.393953	17948	340372	18.96	2	608
NODE_3781_length_17808_cov_7.926548	17808	504840	28.35	0	909
NODE_3799_length_17730_cov_8.399038	17730	206310	11.64	1	151
NODE_3826_length_17632_cov_10.781646	17632	414831	23.53	2	686
NODE_3896_length_17309_cov_7.961574	17309	312843	18.07	2	443
NODE_3918_length_17237_cov_8.508148	17237	175615	10.19	1	24
NODE_3952_length_17116_cov_8.819940	17116	366577	21.42	1	399
NODE_4004_length_16966_cov_8.774762	16966	220146	12.98	1	456
NODE_4019_length_16907_cov_8.437159	16907	193413	11.44	2	67
NODE_4081_length_16731_cov_8.134445	16731	160852	9.61	1	29
NODE_4111_length_16607_cov_9.699795	16607	301435	18.15	0	494
NODE_4174_length_16391_cov_9.508570	16391	207508	12.66	2	209
NODE_4261_length_16075_cov_8.800375	16075	434584	27.03	0	687
NODE_4269_length_16058_cov_9.047179	16058	634976	39.54	0	640
NODE_4272_length_16045_cov_8.892433	16045	177440	11.06	2	119
NODE_4315_length_15884_cov_5.678438	15884	135885	8.55	1	390
NODE_4391_length_15637_cov_7.968618	15637	229888	14.70	0	320
NODE_4406_length_15601_cov_9.209700	15601	237351	15.21	1	315
NODE_4415_length_15575_cov_7.800838	15575	154112	9.89	1	25
NODE_4499_length_15314_cov_9.383577	15314	479341	31.30	2	715
NODE_4547_length_15202_cov_8.351753	15202	251590	16.55	3	217
NODE_4620_length_15028_cov_8.980431	15028	456559	30.38	0	465
NODE_4639_length_14944_cov_8.807173	14944	158735	10.62	2	38
NODE_4666_length_14877_cov_8.281676	14877	159650	10.73	1	147
NODE_4728_length_14680_cov_8.902017	14680	375747	25.60	0	540
NODE_4730_length_14678_cov_6.075566	14678	673027	45.85	1	958
NODE_4793_length_14506_cov_8.231333	14506	167123	11.52	2	244
NODE_4996_length_13960_cov_9.179360	13960	154276	11.05	2	27
NODE_5043_length_13848_cov_9.353223	13848	723956	52.28	3	1084
NODE_5061_length_13823_cov_9.285808	13823	152655	11.04	1	26
NODE_5063_length_13812_cov_8.498801	13812	147776	10.70	1	34
NODE_5102_length_13738_cov_9.022290	13738	163644	11.91	1	88
NODE_5156_length_13598_cov_7.332496	13598	135534	9.97	1	28
NODE_5297_length_13294_cov_8.906035	13294	220576	16.59	3	214
NODE_5303_length_13289_cov_8.394287	13289	242462	18.25	3	667
NODE_5312_length_13261_cov_9.377707	13261	347142	26.18	1	498
NODE_5355_length_13143_cov_9.024526	13143	165984	12.63	3	58
NODE_5416_length_13017_cov_8.570822	13017	157581	12.11	2	58
NODE_5563_length_12704_cov_7.746462	12704	128412	10.11	1	32
NODE_5679_length_12489_cov_8.869310	12489	245203	19.63	1	318
NODE_5680_length_12485_cov_8.493966	12485	130346	10.44	1	21
NODE_5684_length_12482_cov_7.788364	12482	231056	18.51	2	641
NODE_5738_length_12381_cov_8.486533	12381	168613	13.62	2	60
NODE_5759_length_12306_cov_9.045547	12306	471220	38.29	4	551
NODE_5762_length_12302_cov_8.564955	12302	735749	59.81	2	715
NODE_5764_length_12299_cov_8.166694	12299	127426	10.36	0	35
NODE_5777_length_12283_cov_8.600671	12283	163395	13.30	1	259
NODE_5923_length_11985_cov_8.270411	11985	135798	11.33	0	137
NODE_5936_length_11965_cov_9.103862	11965	326322	27.27	3	876
NODE_5961_length_11922_cov_7.690992	11922	113583	9.53	1	25
NODE_6000_length_11849_cov_8.708920	11849	251912	21.26	0	717
NODE_6017_length_11817_cov_8.864479	11817	147196	12.46	3	129
NODE_6034_length_11786_cov_8.321371	11786	192079	16.30	0	187
NODE_6121_length_11609_cov_8.318678	11609	323726	27.89	2	467
NODE_6131_length_11591_cov_7.995059	11591	120644	10.41	0	144
NODE_6182_length_11484_cov_8.795958	11484	122908	10.70	3	52
NODE_6187_length_11470_cov_9.606307	11470	284733	24.82	2	513
NODE_6189_length_11469_cov_164.446557	11469	2230711	194.50	112	350
NODE_6247_length_11368_cov_8.133210	11368	444388	39.09	1	621
NODE_6275_length_11306_cov_8.050929	11306	157263	13.91	0	361
NODE_6294_length_11269_cov_8.989567	11269	171494	15.22	3	390
NODE_6323_length_11221_cov_8.089826	11221	189854	16.92	1	408
NODE_6342_length_11184_cov_7.847066	11184	216165	19.33	1	394
NODE_6378_length_11126_cov_6.999819	11126	103979	9.35	1	23
NODE_6395_length_11096_cov_8.316910	11096	427807	38.56	2	531
NODE_6400_length_11094_cov_8.515989	11094	305004	27.49	3	366
NODE_6463_length_10976_cov_7.962641	10976	277273	25.26	1	547
NODE_6566_length_10786_cov_9.430994	10786	129372	11.99	2	72
NODE_6568_length_10781_cov_9.174995	10781	360636	33.45	3	603
NODE_6641_length_10685_cov_7.880056	10685	111371	10.42	1	46
NODE_6698_length_10579_cov_8.016154	10579	164212	15.52	1	417
NODE_6819_length_10413_cov_9.895250	10413	243477	23.38	3	464
NODE_6828_length_10391_cov_9.161184	10391	119749	11.52	1	90
NODE_6891_length_10285_cov_8.386608	10285	139181	13.53	2	131
NODE_6924_length_10227_cov_8.676465	10227	221486	21.66	0	369
NODE_6945_length_10193_cov_8.657428	10193	242234	23.76	1	403
NODE_7053_length_10026_cov_9.127470	10026	407276	40.62	2	723
NODE_7120_length_9933_cov_8.502531	9933	106475	10.72	2	61
NODE_7165_length_9877_cov_9.692323	9877	123913	12.55	3	170
NODE_7166_length_9875_cov_10.430041	9875	278047	28.16	3	354
NODE_7167_length_9875_cov_8.176782	9875	105049	10.64	1	76
NODE_7192_length_9838_cov_34.023408	9838	369971	37.61	23	112
NODE_7278_length_9712_cov_8.862794	9712	152985	15.75	2	162
NODE_7295_length_9691_cov_9.147053	9691	236883	24.44	1	364
NODE_7296_length_9690_cov_7.732330	9690	101314	10.46	1	39
NODE_7361_length_9609_cov_7.966192	9609	96717	10.07	1	21
NODE_7478_length_9438_cov_8.455398	9438	264219	28.00	4	494
NODE_7482_length_9435_cov_9.277292	9435	120904	12.81	3	71
NODE_7555_length_9319_cov_8.227979	9319	117842	12.65	2	492
NODE_7594_length_9271_cov_8.681098	9271	114135	12.31	2	128
NODE_7634_length_9224_cov_8.915258	9224	99769	10.82	2	43
NODE_7682_length_9157_cov_8.621951	9157	109694	11.98	2	207
NODE_7704_length_9126_cov_8.201521	9126	101076	11.08	3	32
NODE_7853_length_8944_cov_7.751828	8944	85781	9.59	0	38
NODE_7887_length_8908_cov_7.939569	8908	93502	10.50	0	38
