rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_67812_length_2217_cov_5.752081	1	2217	13	1195	53.9017	0.732521	35.3	56.3
NODE_68418_length_2201_cov_8.397484	1	2201	9	857	38.9368	0.423444	34.8	52.8
NODE_68422_length_2201_cov_4.475303	1	2201	4	320	14.5388	0.154021	36.1	50
NODE_68854_length_2189_cov_3.469072	1	2189	6	60	2.74098	0.0548196	36.7	30.8
NODE_69110_length_2182_cov_6.238834	1	2182	10	737	33.7764	0.567369	36.5	56
NODE_70141_length_2158_cov_3.518307	1	2158	22	94	4.35589	0.210843	36.3	36.7
NODE_70584_length_2146_cov_5.532759	1	2146	13	1047	48.7884	0.808015	36.5	56.8
NODE_71540_length_2122_cov_6.497339	1	2122	10	1067	50.2828	0.70688	36.2	60
NODE_71616_length_2121_cov_3.303969	1	2121	2	19	0.895804	0.0179161	37	0
NODE_71845_length_2115_cov_4.844175	1	2115	8	915	43.2624	0.443499	35.7	55
NODE_74179_length_2060_cov_3.226933	1	2060	2	20	0.970874	0.018932	37	30
NODE_74521_length_2052_cov_3.895343	1	2052	6	39	1.90058	0.0565302	36.3	33.3
NODE_77862_length_1979_cov_6.012994	1	1979	1	150	7.57959	0.0757959	37	60
NODE_79384_length_1947_cov_8.797569	1	1947	12	606	31.1248	0.387262	36.3	34.3
NODE_79468_length_1946_cov_2.672660	1	1946	6	39	2.00411	0.0596095	36.4	36.7
NODE_79742_length_1940_cov_5.789920	1	1940	50	742	38.2474	0.918557	36	45
NODE_80146_length_1933_cov_2.826411	1	1933	13	49	2.53492	0.139679	35.4	0.462
NODE_80569_length_1923_cov_6.035867	1	1923	7	755	39.2616	0.514301	36.1	60
NODE_81476_length_1906_cov_4.758509	1	1906	6	549	28.8038	0.326863	35.4	40
NODE_82795_length_1880_cov_2.829589	1	1880	4	41	2.18085	0.0425532	34.6	28.5
NODE_82859_length_1879_cov_2.617873	1	1879	2	19	1.01118	0.0202235	37	40
NODE_87415_length_1798_cov_4.510040	1	1798	12	20	1.11235	0.127364	36.5	0
NODE_88585_length_1779_cov_2.616009	1	1779	2	22	1.23665	0.0241709	28.5	0
NODE_89413_length_1766_cov_6.621859	1	1766	5	552	31.2571	0.398075	35.4	60
NODE_89976_length_1757_cov_2.573443	1	1757	6	47	2.67501	0.0654525	36.8	26.7
NODE_90641_length_1746_cov_2.615612	1	1746	20	41	2.34822	0.245132	35.5	33.5
NODE_91183_length_1737_cov_6.306183	1	1737	10	975	56.1313	0.715026	36	48
NODE_92138_length_1722_cov_5.875825	1	1722	4	71	4.12311	0.0522648	37	23.5
NODE_93652_length_1700_cov_3.224316	1	1700	4	21	1.23529	0.0494118	36.7	20
NODE_93861_length_1697_cov_3.996346	1	1697	8	19	1.11962	0.0895698	36.7	40
NODE_95218_length_1678_cov_3.518792	1	1678	20	19	1.1323	0.22646	36.8	40
NODE_95841_length_1669_cov_3.395911	1	1669	6	19	1.13841	0.0683044	36.4	26.7
NODE_98118_length_1637_cov_6.183944	1	1637	12	912	55.7117	0.788638	35.6	45.8
NODE_99045_length_1625_cov_2.761783	1	1625	4	46	2.83077	0.056	37	24.5
NODE_99314_length_1621_cov_8.125798	1	1621	11	1188	73.2881	1.01789	35.8	60
NODE_99623_length_1617_cov_6.793854	1	1617	7	652	40.3216	0.416821	35.7	46.7
NODE_100548_length_1606_cov_2.626692	1	1606	2	21	1.3076	0.0261519	37	7
NODE_101661_length_1591_cov_9.605469	1	1591	9	877	55.1226	0.607165	34.3	46.7
NODE_102186_length_1585_cov_3.566667	1	1585	6	20	1.26183	0.0725552	36.3	40
NODE_102284_length_1584_cov_3.003270	1	1584	20	75	4.73485	0.241162	35.9	34
NODE_102785_length_1577_cov_6.887648	1	1577	4	591	37.4762	0.374762	35.5	60
NODE_104647_length_1555_cov_3.491333	1	1555	2	20	1.28617	0.0257235	36	0
NODE_104793_length_1553_cov_6.235648	1	1553	9	577	37.1539	0.448165	36.3	26.7
NODE_108000_length_1516_cov_3.117728	1	1516	7	462	30.4749	0.318602	36.9	50.6
NODE_3_length_363774_cov_36.464804	1	363774	1330	15633	4.29745	0.186883	36	31.3
NODE_9_length_311935_cov_36.743033	1	311935	5201	15491	4.9661	1.75228	35.8	44.7
NODE_31_length_225551_cov_34.154371	1	225551	496	4937	2.18886	0.0610372	36	25.4
NODE_36_length_217666_cov_36.981370	1	217666	716	6843	3.14381	0.0890998	35.8	18.9
NODE_156_length_124522_cov_34.821776	1	124522	359	3757	3.01714	0.0852379	35.8	31.2
NODE_187_length_113230_cov_38.826790	1	113230	464	4573	4.03868	0.136148	36.1	22.5
NODE_326_length_88125_cov_33.583695	1	88125	242	2554	2.89816	0.0813163	35.6	26.2
NODE_359_length_84029_cov_39.879963	1	84029	1310	3953	4.70433	1.04897	36	29.4
NODE_387_length_80925_cov_38.737418	1	80925	353	3266	4.03584	0.217819	35.9	19.7
NODE_397_length_80135_cov_34.347727	1	80135	561	3431	4.28152	0.271192	30.5	16.4
NODE_705_length_57608_cov_40.806943	1	57608	299	3109	5.39682	0.193688	36.3	19.3
NODE_756_length_55430_cov_37.983169	1	55430	199	2153	3.88418	0.104655	36.2	23.9
NODE_788_length_54213_cov_33.220115	1	54213	656	6465	11.9252	0.800712	35.9	25.5
NODE_815_length_53442_cov_37.719819	1	53442	142	1734	3.24464	0.0717226	36.1	20.9
NODE_841_length_52128_cov_36.177059	1	52128	147	1443	2.76819	0.11113	35.7	27.3
NODE_1118_length_43431_cov_35.971297	1	43431	189	1716	3.95109	0.172573	36.1	25.3
NODE_1247_length_40405_cov_32.898042	1	40405	82	1169	2.89321	0.0539537	36	23.7
NODE_1404_length_37255_cov_36.513145	1	37255	87	1208	3.24252	0.0762582	35.8	22.5
NODE_1415_length_37036_cov_38.133339	1	37036	62	845	2.28156	0.0436872	35.8	27.8
NODE_1488_length_35919_cov_34.045589	1	35919	211	2294	6.38659	0.411621	36	35.7
NODE_1770_length_31701_cov_22.998483	1	31701	53	754	2.37847	0.0453613	36	26.7
NODE_1845_length_30703_cov_22.527310	1	30703	3838	2880	9.38019	16.721	35.8	43.7
NODE_1904_length_29952_cov_24.334381	1	29952	254	3392	11.3248	0.625935	36.1	35.1
NODE_1955_length_29401_cov_40.519866	1	29401	72	561	1.9081	0.0560185	36.1	20.4
NODE_2580_length_23538_cov_25.987054	1	23538	95	1163	4.94095	0.21786	35.8	28.1
NODE_2589_length_23461_cov_27.005810	1	23461	247	4095	17.4545	0.908998	35.9	42
NODE_2628_length_23111_cov_38.723499	1	23111	73	330	1.42789	0.0798321	36.2	26.2
NODE_2672_length_22831_cov_34.649543	1	22831	84	291	1.27458	0.0754676	36.2	35.6
NODE_2832_length_21697_cov_21.863783	1	21697	111	1085	5.00069	0.155966	35.6	17.2
NODE_2840_length_21654_cov_23.588777	1	21654	265	1127	5.20458	0.669207	36.1	30.1
NODE_2963_length_20843_cov_35.742015	1	20843	38	204	0.978746	0.0429881	35.8	29.1
NODE_3045_length_20389_cov_51.604800	1	20389	176	826	4.0512	0.277404	36	29.3
NODE_3071_length_20216_cov_39.997272	1	20216	96	848	4.1947	0.123763	36.5	9.54
NODE_3275_length_19182_cov_28.499869	1	19182	35	247	1.28767	0.0522365	35.9	16.8
NODE_3413_length_18566_cov_17.640160	1	18566	455	509	2.74157	1.62291	36.3	43
NODE_3839_length_16781_cov_33.902308	1	16781	1029	1828	10.8933	5.35361	35.9	36.5
NODE_3985_length_16177_cov_30.050552	1	16177	41	1039	6.4227	0.0984731	34.2	27.2
NODE_4050_length_15945_cov_23.106671	1	15945	82	1001	6.27783	0.148071	35.8	33.3
NODE_4352_length_14923_cov_31.011972	1	14923	33	402	2.69383	0.0550157	35.8	18.5
NODE_4609_length_14011_cov_41.286687	1	14011	38	1062	7.57976	0.0978517	36.2	20.9
NODE_4651_length_13902_cov_46.060807	1	13902	98	610	4.38786	0.227737	36.1	11.7
NODE_4756_length_13636_cov_23.110375	1	13636	46	327	2.39806	0.104429	36	8.93
NODE_5276_length_12365_cov_51.012023	1	12365	133	2044	16.5305	0.712899	35.6	24.6
NODE_5318_length_12245_cov_81.021001	1	12245	56	1215	9.92242	0.19461	35.1	12.2
NODE_5711_length_11413_cov_20.468392	1	11413	132	1475	12.9239	0.454745	35.9	51.6
NODE_5951_length_10922_cov_46.403055	1	10922	11	249	2.2798	0.0305805	36.7	23.5
NODE_6013_length_10808_cov_20.242816	1	10808	18	104	0.96225	0.0359919	36.5	40.4
NODE_6113_length_10620_cov_27.601041	1	10620	40	434	4.08663	0.15226	35.8	37.3
NODE_6379_length_10181_cov_34.894529	1	10181	107	1395	13.702	0.97623	36.2	39.8
NODE_6526_length_9927_cov_50.025122	1	9927	1472	1283	12.9243	10.0123	36.1	22.8
NODE_7632_length_8439_cov_24.788884	1	8439	4977	1532	18.1538	40.315	36	31.1
NODE_8013_length_7981_cov_30.343931	1	7981	8	59	0.739256	0.0194211	36.3	27.5
NODE_8324_length_7667_cov_35.944430	1	7667	20	154	2.00861	0.0573888	36.2	16.2
NODE_8358_length_7632_cov_29.544411	1	7632	58	211	2.76468	0.236635	35.8	7.6
NODE_8365_length_7625_cov_40.317701	1	7625	10	78	1.02295	0.0253115	36.4	33.8
NODE_8445_length_7538_cov_30.561940	1	7538	3795	1484	19.6869	66.4223	35.8	47
NODE_8470_length_7510_cov_31.574514	1	7510	31	713	9.49401	0.18735	35.5	33.6
NODE_8646_length_7355_cov_38.936712	1	7355	4	42	0.57104	0.0114208	33.1	8.5
NODE_9306_length_6803_cov_38.285862	1	6803	73	361	5.30648	0.847126	35.3	1.41
NODE_9408_length_6726_cov_30.471444	1	6726	9	265	3.93993	0.0560511	35.6	30.4
NODE_9434_length_6705_cov_21.819699	1	6705	36	187	2.78896	0.178374	35.9	34.9
NODE_9804_length_6427_cov_34.538606	1	6427	9	318	4.94788	0.06815	36.7	22.7
NODE_10263_length_6123_cov_36.349209	1	6123	21	337	5.50384	0.156459	36.3	6.71
NODE_11459_length_5443_cov_37.899406	1	5443	16	99	1.81885	0.0948007	36	27.6
NODE_11715_length_5320_cov_35.239696	1	5320	183	1374	25.8271	2.96053	35.6	26.5
NODE_11854_length_5255_cov_22.430385	1	5255	72	1307	24.8716	0.608373	35.1	42.3
NODE_12838_length_4816_cov_38.331443	1	4816	19	230	4.77575	0.272218	36	38.7
NODE_12955_length_4775_cov_22.470551	1	4775	17	591	12.377	0.164607	36.7	28.5
NODE_13316_length_4636_cov_27.136433	1	4636	3611	990	21.3546	86.2694	36.1	49
NODE_13434_length_4596_cov_29.345959	1	4596	55	1060	23.0635	0.883812	35.5	43.7
NODE_13733_length_4494_cov_22.034918	1	4494	4	143	3.18202	0.0360481	36.7	39.5
NODE_14463_length_4250_cov_53.161383	1	4250	136	1743	41.0118	4.12259	35.9	0.132
NODE_14604_length_4207_cov_46.710983	1	4207	66	579	13.7628	0.569289	36.1	5.79
NODE_14891_length_4123_cov_28.500737	1	4123	2	19	0.460829	0.00921659	36.4	0
NODE_14905_length_4119_cov_32.830463	1	4119	12	784	19.0337	0.215101	36.3	32.2
NODE_14916_length_4116_cov_40.046540	1	4116	268	3752	91.1565	9.51919	35.8	59.2
NODE_15755_length_3881_cov_34.803973	1	3881	8	357	9.19866	0.10822	35.8	28.5
NODE_15768_length_3877_cov_23.929095	1	3877	2404	1230	31.7256	67.9175	35.8	42.1
NODE_16231_length_3765_cov_22.660647	1	3765	35	402	10.6773	0.258167	36.2	15.5
NODE_16280_length_3750_cov_41.953180	1	3750	19	23	0.613333	0.106933	36.1	11.8
NODE_16946_length_3602_cov_32.690443	1	3602	1693	1370	38.0344	59.7227	35.8	57.4
NODE_17001_length_3588_cov_36.990093	1	3588	42	137	3.81828	0.457358	35.4	50.8
NODE_17349_length_3511_cov_32.163773	1	3511	12	39	1.11079	0.0655084	36.1	27.7
NODE_17470_length_3488_cov_33.831634	1	3488	2	20	0.573394	0.0114679	36.4	0
NODE_17874_length_3405_cov_43.535224	1	3405	9	83	2.43759	0.0528634	36.6	22.1
NODE_18319_length_3322_cov_47.559535	1	3322	9	367	11.0476	0.144792	33.1	14.4
NODE_18525_length_3287_cov_38.044554	1	3287	3	40	1.21692	0.0182537	36.6	28
NODE_18633_length_3270_cov_25.434215	1	3270	116	454	13.8838	1.16911	36.4	38.8
NODE_18796_length_3242_cov_56.959209	1	3242	4	40	1.23381	0.0246761	35.9	20
NODE_19294_length_3152_cov_34.344527	1	3152	635	915	29.0292	24.1374	36	56.4
NODE_19355_length_3143_cov_35.532060	1	3143	4	40	1.27267	0.0254534	37	9
NODE_19453_length_3129_cov_36.454457	1	3129	18	158	5.04954	0.144455	36	8.17
NODE_19569_length_3111_cov_36.858312	1	3111	14	59	1.8965	0.0867888	36.4	11.3
NODE_19608_length_3105_cov_49.441967	1	3105	4	40	1.28824	0.0254428	37	3.5
NODE_20223_length_3014_cov_47.676242	1	3014	17	1873	62.1433	0.821831	36.1	60
NODE_21051_length_2897_cov_33.253343	1	2897	5	59	2.03659	0.0334829	36.9	17.8
NODE_21583_length_2829_cov_31.246215	1	2829	27	278	9.82679	0.37257	35.5	13.2
NODE_21688_length_2816_cov_32.202825	1	2816	26	29	1.02983	0.247159	36.5	16.3
NODE_21711_length_2813_cov_19.864032	1	2813	12	19	0.675435	0.0810523	36.4	40
NODE_23069_length_2660_cov_44.039155	1	2660	2	19	0.714286	0.0142857	34.1	40
NODE_23576_length_2607_cov_59.478056	1	2607	29	146	5.60031	0.227465	35.7	1.24
NODE_24105_length_2553_cov_33.285829	1	2553	7	110	4.30866	0.13396	35.1	50.1
NODE_24676_length_2497_cov_30.439394	1	2497	37	237	9.49139	0.444533	36	3.7
NODE_24731_length_2491_cov_50.648604	1	2491	18	39	1.56564	0.143316	36.7	15.1
NODE_25665_length_2401_cov_63.510230	1	2401	2	21	0.874636	0.0174927	32.9	52
NODE_26128_length_2359_cov_70.216580	1	2359	5	139	5.89233	0.0767274	34.2	28
NODE_26324_length_2344_cov_32.347750	1	2344	6	58	2.4744	0.0494881	36	28.7
NODE_26362_length_2341_cov_36.315836	1	2341	12	70	2.99018	0.103375	36.8	4.33
NODE_26562_length_2325_cov_19.492070	1	2325	6	319	13.7204	0.153978	35.6	35.3
NODE_27160_length_2276_cov_24.266096	1	2276	4	39	1.71353	0.0338313	36.7	35
NODE_27960_length_2213_cov_36.546339	1	2213	13	195	8.81157	0.31812	35.8	16.3
NODE_28133_length_2201_cov_32.931500	1	2201	2	19	0.863244	0.0172649	35.6	40
NODE_28442_length_2179_cov_24.832392	1	2179	146	285	13.0794	3.01147	36.2	36.5
NODE_28675_length_2163_cov_69.354839	1	2163	27	379	17.522	0.436893	34.8	2.52
NODE_28706_length_2161_cov_47.235043	1	2161	596	1298	60.0648	26.6335	36.1	50.2
NODE_29554_length_2104_cov_40.854075	1	2104	3	148	7.03422	0.106939	35.2	2
NODE_29779_length_2091_cov_45.221022	1	2091	1660	502	24.0077	28.6499	36	35.2
NODE_29849_length_2087_cov_28.269193	1	2087	10	61	2.92286	0.0963105	36.6	15
NODE_30010_length_2076_cov_36.380505	1	2076	6	58	2.79383	0.0558767	35.2	40.7
NODE_30212_length_2063_cov_32.210159	1	2063	4	38	1.84198	0.0368396	36.3	40
NODE_30393_length_2053_cov_20.582082	1	2053	2	19	0.925475	0.0185095	37	0
NODE_30664_length_2038_cov_22.039334	1	2038	88	52	2.55152	2.01816	36.1	51.1
NODE_30680_length_2037_cov_41.305247	1	2037	24	1524	74.8159	1.39372	36	0
NODE_30905_length_2023_cov_18.781504	1	2023	8	128	6.32724	0.11567	36.8	50.6
NODE_31498_length_1988_cov_74.814278	1	1988	26	668	33.6016	0.578974	35.8	13.1
NODE_31690_length_1977_cov_32.467222	1	1977	6900	1977	100	508.108	35.8	59.6
NODE_33293_length_1893_cov_70.825898	1	1893	4	41	2.16587	0.0427892	36.1	7.5
NODE_34397_length_1840_cov_136.064986	1	1840	4	41	2.22826	0.0445652	36	29
NODE_34938_length_1816_cov_35.868257	1	1816	3190	1816	100	131.266	35.9	45.4
NODE_35280_length_1802_cov_42.087579	1	1802	2	20	1.10988	0.0221976	36.7	46
NODE_35491_length_1793_cov_26.939586	1	1793	191	123	6.86001	4.82766	35.9	34.6
NODE_35676_length_1785_cov_28.358382	1	1785	10	185	10.3641	0.169188	36.8	32.4
NODE_36390_length_1755_cov_72.742353	1	1755	6	166	9.45869	0.131054	36.6	5
NODE_36493_length_1751_cov_40.254717	1	1751	2	19	1.08509	0.0217019	37	0
NODE_36801_length_1739_cov_43.383610	1	1739	12	351	20.184	0.331225	36.5	44
NODE_38168_length_1685_cov_46.752147	1	1685	148	301	17.8635	9.27953	35.9	49.2
NODE_38401_length_1676_cov_38.913634	1	1676	142	1674	99.8807	12.102	35.6	60
NODE_38402_length_1676_cov_24.502776	1	1676	4	39	2.32697	0.0465394	36.4	20
NODE_39205_length_1645_cov_41.703774	1	1645	3	38	2.31003	0.0346505	37	16
NODE_39231_length_1644_cov_32.519824	1	1644	4	42	2.55474	0.0510949	36.4	35.5
NODE_39710_length_1627_cov_32.854962	1	1627	2	25	1.53657	0.0270436	36.2	40
NODE_40916_length_1588_cov_33.621657	1	1588	2	19	1.19647	0.0239295	33.6	40
NODE_40977_length_1586_cov_49.740692	1	1586	4	39	2.45902	0.0485498	32.7	20.8
NODE_41960_length_1555_cov_29.774000	1	1555	8	20	1.28617	0.0983923	35.7	40
NODE_42143_length_1550_cov_18.592642	1	1550	15	570	36.7742	0.663226	36.8	46.5
NODE_42384_length_1542_cov_41.015467	1	1542	284	1387	89.9481	24.6174	35.7	43.8
NODE_42685_length_1532_cov_43.883548	1	1532	108	394	25.718	6.55091	35.9	18.6
NODE_43725_length_1502_cov_36.028334	1	1502	20	247	16.4447	0.479361	36	30.9
NODE_45078_length_1465_cov_28.999291	1	1465	2	19	1.29693	0.0259386	36.4	40
NODE_45315_length_1458_cov_17.999287	1	1458	5344	1304	89.4376	382.204	36	52.7
NODE_45876_length_1443_cov_28.128242	1	1443	110	188	13.0284	3.33125	35.7	21.3
NODE_46460_length_1429_cov_23.914847	1	1429	70	202	14.1358	1.95521	35.8	25.8
NODE_46504_length_1428_cov_75.086672	1	1428	10	25	1.7507	0.168768	36.1	45.6
NODE_46726_length_1423_cov_22.615497	1	1423	172	1121	78.7772	12.7611	36	46.5
NODE_48399_length_1385_cov_34.937594	1	1385	11	266	19.2058	0.879422	34.3	37.9
NODE_49620_length_1358_cov_32.830391	1	1358	305	1104	81.296	28.606	36	53.1
NODE_50750_length_1335_cov_42.487500	1	1335	5700	1335	100	562.204	35.7	58.9
NODE_52672_length_1296_cov_20.873489	1	1296	40	486	37.5	1.10957	36	25.8
NODE_53283_length_1284_cov_17.226200	1	1284	1876	1284	100	128.204	36	45.5
NODE_53598_length_1278_cov_42.955846	1	1278	76	1155	90.3756	6.7277	36	55.2
NODE_55797_length_1238_cov_38.884193	1	1238	6	142	11.4701	0.227787	36.6	2
NODE_56220_length_1231_cov_46.221939	1	1231	7	295	23.9643	0.361495	36.4	26.6
NODE_57356_length_1211_cov_32.941176	1	1211	4	157	12.9645	0.14616	36.3	43.8
NODE_57357_length_1211_cov_31.052768	1	1211	723	1211	100	80.3741	35.7	58.4
NODE_60390_length_1163_cov_44.144404	1	1163	2	19	1.63371	0.0326741	37	40
NODE_60765_length_1158_cov_63.487761	1	1158	6	149	12.867	0.24525	36.1	12.7
NODE_60827_length_1157_cov_37.208711	1	1157	502	1157	100	55.6707	35.7	13.5
NODE_61177_length_1152_cov_36.003646	1	1152	205	356	30.9028	10.9149	35.9	25.3
NODE_62760_length_1129_cov_38.665736	1	1129	4	41	3.63153	0.0726306	33.8	4.5
NODE_63074_length_1124_cov_21.173994	1	1124	3169	1124	100	390.988	35.5	59.1
NODE_64083_length_1109_cov_66.048387	1	1109	7	715	64.4725	0.854824	35.8	55
NODE_64515_length_1103_cov_18.329198	1	1103	2	19	1.72257	0.0344515	37	0
NODE_64764_length_1100_cov_42.883254	1	1100	2	20	1.81818	0.0363636	30.4	46
NODE_65670_length_1088_cov_64.917715	1	1088	1	31	2.84926	0.0284926	35.8	0
NODE_68251_length_1056_cov_70.311688	1	1056	2	47	4.45076	0.0445076	35.7	0
NODE_68826_length_1049_cov_68.244467	1	1049	38	180	17.1592	1.32221	36.2	3.21
NODE_70440_length_1029_cov_30.335729	1	1029	1	52	5.05345	0.0505345	37	0
NODE_2_length_659521_cov_11.928224	1	659521	1508	7502	1.13749	0.0548656	36.1	25.4
NODE_4_length_553147_cov_12.084991	1	553147	1385	6183	1.11779	0.0524671	36.1	27
NODE_11_length_401854_cov_12.241163	1	401854	1052	4524	1.12578	0.0535742	35.9	23.4
NODE_20_length_321897_cov_12.021958	1	321897	813	3767	1.17025	0.0503826	36.1	22.1
NODE_36_length_247253_cov_12.289853	1	247253	440	2037	0.823852	0.03731	35.9	22.1
NODE_37_length_239571_cov_11.922485	1	239571	438	2862	1.19464	0.0392785	35.9	23.7
NODE_94_length_176758_cov_12.168780	1	176758	385	1752	0.991186	0.0454011	36.1	31
NODE_98_length_173748_cov_12.086279	1	173748	506	2220	1.27771	0.0599892	36.1	24.3
NODE_148_length_145719_cov_11.932427	1	145719	330	1467	1.00673	0.0459446	35.9	30
NODE_357_length_102594_cov_11.653000	1	102594	157	755	0.73591	0.0312299	36.2	23.9
NODE_474_length_89155_cov_11.678429	1	89155	252	1323	1.48393	0.0574169	35.8	26.8
NODE_1089_length_54881_cov_11.712217	1	54881	120	489	0.891019	0.0440225	35.8	31.5
NODE_1105_length_54528_cov_11.594662	1	54528	133	600	1.10035	0.0477186	36.4	35.2
NODE_2430_length_33618_cov_12.175878	1	33618	109	428	1.27313	0.062764	35.8	23
NODE_7010_length_15354_cov_11.476894	1	15354	30	521	3.39325	0.0524945	35.7	18.8
NODE_8084_length_13719_cov_12.591115	1	13719	124	277	2.0191	0.178657	36	24.8
NODE_36820_length_3723_cov_23.131679	1	3723	2	20	0.537201	0.010744	34.1	9
NODE_108_length_132380_cov_19.913652	1	132380	21500	132282	99.926	23.9661	35.8	59.5
NODE_260_length_92488_cov_20.276817	1	92488	15642	92389	99.893	24.7587	35.8	59.5
NODE_280_length_89362_cov_18.577245	1	89362	28162	89262	99.8881	33.51	35.9	54.8
NODE_300_length_86303_cov_20.237895	1	86303	14861	86303	100	24.9024	35.8	58.7
NODE_349_length_81192_cov_20.712955	1	81192	13946	81192	100	25.0895	35.8	59.1
NODE_468_length_70782_cov_20.027345	1	70782	11726	70686	99.8644	24.2687	35.8	59.4
NODE_528_length_66363_cov_19.683175	1	66363	10591	66263	99.8493	23.619	35.8	59.7
NODE_536_length_65773_cov_19.786284	1	65773	11010	65773	100	24.2147	35.8	59
NODE_668_length_59415_cov_19.692739	1	59415	10412	59221	99.6735	24.7172	35.8	56.5
NODE_671_length_59300_cov_20.431007	1	59300	10109	59300	100	24.8791	35.8	58.9
NODE_814_length_52607_cov_19.663210	1	52607	8872	52410	99.6255	23.8821	35.9	59
NODE_841_length_51296_cov_19.580668	1	51296	8260	51296	100	23.5546	35.8	59.3
NODE_923_length_48526_cov_21.058984	1	48526	8335	48526	100	25.1446	35.8	59.2
NODE_992_length_46520_cov_19.518648	1	46520	7381	46520	100	23.3987	35.8	59.7
NODE_1018_length_45944_cov_20.670466	1	45944	7594	45944	100	24.3978	35.8	59.8
NODE_1034_length_45176_cov_20.946056	1	45176	8706	45176	100	27.3824	35.8	55.8
NODE_1281_length_39401_cov_19.529533	1	39401	6264	39401	100	23.4424	35.7	59.8
NODE_1298_length_39137_cov_19.651221	1	39137	6220	39137	100	23.2445	35.8	59.2
NODE_1304_length_39010_cov_19.977230	1	39010	6393	39010	100	24.0952	35.8	59.6
NODE_1318_length_38579_cov_21.133968	1	38579	6694	38579	100	25.4705	35.8	59.2
NODE_1367_length_37540_cov_19.575110	1	37540	6212	37540	100	23.8548	35.8	59
NODE_1407_length_36841_cov_20.607704	1	36841	6227	36841	100	24.8022	35.8	59.1
NODE_1523_length_34670_cov_20.556204	1	34670	5690	34670	100	24.2496	35.8	59.6
NODE_1666_length_33117_cov_19.908717	1	33117	5568	32918	99.3991	24.4444	35.8	58.8
NODE_1803_length_31343_cov_23.680037	1	31343	10940	31343	100	44.9759	35.8	58.4
NODE_2091_length_28086_cov_20.096001	1	28086	4670	28086	100	24.4575	35.8	59.6
NODE_2097_length_28023_cov_20.614273	1	28023	4654	28020	99.9893	24.524	35.7	59.6
NODE_2313_length_26111_cov_21.601090	1	26111	4754	26111	100	26.3048	35.8	58.3
NODE_2336_length_25932_cov_20.651660	1	25932	4455	25932	100	25.1191	35.8	59.4
NODE_2403_length_25383_cov_19.599613	1	25383	4170	25383	100	23.9814	35.8	58.8
NODE_2494_length_24684_cov_20.734013	1	24684	4036	24684	100	24.2224	35.8	59.8
NODE_2616_length_23861_cov_20.326724	1	23861	4013	23781	99.6647	24.8643	35.8	59.6
NODE_2718_length_23175_cov_20.012284	1	23175	3865	23175	100	24.5242	35.8	59.7
NODE_2880_length_22281_cov_22.120580	1	22281	4007	22281	100	26.401	35.8	59.2
NODE_3125_length_20790_cov_19.735086	1	20790	3363	20790	100	23.8582	35.8	59.2
NODE_3336_length_19613_cov_20.164332	1	19613	3305	19613	100	24.3131	35.8	59.2
NODE_3444_length_19112_cov_19.595109	1	19112	3053	19016	99.4977	23.2521	35.8	59.4
NODE_3459_length_19061_cov_19.449700	1	19061	3132	19061	100	23.794	35.9	59.1
NODE_3490_length_18953_cov_20.533284	1	18953	3135	18953	100	24.3879	35.8	59.5
NODE_3538_length_18783_cov_21.944575	1	18783	14452	18783	100	80.6935	35.9	51.6
NODE_3551_length_18741_cov_20.642031	1	18741	3088	18741	100	24.4605	35.9	59.7
NODE_3753_length_17933_cov_19.749748	1	17933	2844	17933	100	23.5098	35.8	59.7
NODE_3829_length_17623_cov_18.705772	1	17623	2813	17623	100	23.2114	35.8	58.9
NODE_3924_length_17209_cov_20.717384	1	17209	2908	17209	100	24.9303	35.8	59.6
NODE_4032_length_16869_cov_22.168431	1	16869	3056	16869	100	26.4451	35.8	59.4
NODE_4127_length_16566_cov_18.431652	1	16566	2528	16467	99.4024	22.3054	35.7	59.4
NODE_4231_length_16179_cov_19.985425	1	16179	2634	16179	100	23.6969	35.9	59.5
NODE_4418_length_15552_cov_18.656966	1	15552	2874	15552	100	25.2496	35.9	57
NODE_4453_length_15436_cov_21.257395	1	15436	2613	15436	100	25.0549	35.9	59.8
NODE_4566_length_15170_cov_20.919285	1	15170	2641	15170	100	25.3014	35.8	59
