user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SPAdes-MaxBin2Refined-S7.033_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	taxonomic novelty determined using RED			41.85	11	0.691518527786939	
SPAdes-MaxBin2Refined-S7.035	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__;s__	taxonomic novelty determined using RED			86.84	11	0.82658954315439	
SPAdes-MaxBin2Refined-S7.041	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__UBA2487;s__						GCA_002341815.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__UBA2487;s__UBA2487 sp002341815	75.92	0.08	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__;s__	taxonomic classification defined by topology and ANI			81.12	11	0.8930875556175762	
SPAdes-MaxBin2Refined-S7.044	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__											d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__;f__;g__;s__	taxonomic novelty determined using RED			90.27	11	0.7833452539560076	
SPAdes-MaxBin2Refined-S7.048_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			59.06	11	0.7742507979739367	
SPAdes-MaxBin2Refined-S7.052_sub	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;s__						GCA_004298435.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;s__Methylovirgula sp004298435	78.3	0.39	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;s__	taxonomic classification defined by topology and ANI		GCF_004135935.1, s__Methylovirgula ligni, 95.0, 77.7, 0.31	80.78	11	0.9691631157437844	Genome has more than 10.0% of markers with multiple hits
SPAdes-MaxBin2Refined-S7.059_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__SCQM01;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__	taxonomic novelty determined using RED			83.09	11	0.9123813758340896	
SPAdes-MaxBin2Refined-S7.065_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	taxonomic novelty determined using RED			47.77	11	0.8932850075742402	
SPAdes-MaxBin2Refined-S7.068_sub	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;s__						GCA_004298435.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;s__Methylovirgula sp004298435	78.25	0.38	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;s__	taxonomic classification defined by topology and ANI		GCF_004135935.1, s__Methylovirgula ligni, 95.0, 77.48, 0.3	55.69	11	0.96983340826831	
SPAdes-MaxBin2Refined-S7.069_sub	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__CAJCHM01;s__						GCA_903970255.1	95.0	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__CAJCHM01;s__CAJCHM01 sp903970255	76.97	0.13	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__;s__	taxonomic classification defined by topology and ANI			88.86	11	0.9049975240926534	
SPAdes-MaxBin2Refined-S7.070_sub	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__						GCA_003151425.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__Palsa-883 sp003151425	77.78	0.46	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	taxonomic classification defined by topology and ANI			64.76	11	0.887372795296285	Genome has more than 15.0% of markers with multiple hits
SPAdes-MaxBin2Refined-S7.071_sub	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__Leptospirillum_A;s__						GCA_011332985.1	95.0	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__Leptospirillum_A;s__Leptospirillum_A ferriphilum_B	85.25	0.7	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__Leptospirillum_A;s__	taxonomic classification defined by topology and ANI		GCF_000299235.1, s__Leptospirillum_A rubarum, 95.0, 77.97, 0.25; GCF_000755505.1, s__Leptospirillum_A ferriphilum, 95.0, 77.09, 0.26	75.74	11	0.9698879179708498	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SPAdes-MaxBin2Refined-S7.072_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	ANI		GCA_903849645.1, s__Terracidiphilus sp903849645, 95.0, 78.27, 0.23; GCA_002314435.1, s__Terracidiphilus sp002314435, 95.0, 78.07, 0.25; GCA_003170825.1, s__Terracidiphilus sp003170825, 95.0, 78.04, 0.25; GCA_003139795.1, s__Terracidiphilus sp003139795, 95.0, 78.01, 0.21; GCA_903828675.1, s__Terracidiphilus sp903828675, 95.0, 77.92, 0.16; GCA_003138365.1, s__Terracidiphilus sp003138365, 95.0, 77.76, 0.17; GCA_003151435.1, s__Terracidiphilus sp003151435, 95.0, 77.76, 0.19; GCF_008682415.1, s__Terracidiphilus sp008682415, 95.0, 77.74, 0.2; GCF_003131205.1, s__Terracidiphilus savannae, 95.0, 77.73, 0.15; GCA_903842065.1, s__Terracidiphilus sp903842065, 95.0, 77.67, 0.16; GCA_003165075.1, s__Terracidiphilus sp003165075, 95.0, 77.56, 0.17; GCF_001449115.1, s__Terracidiphilus gabretensis, 95.0, 77.5, 0.14; GCA_003134855.1, s__Terracidiphilus sp003134855, 95.0, 77.49, 0.2; GCA_003161045.1, s__Terracidiphilus sp003161045, 95.0, 77.48, 0.24; GCA_002307235.1, s__Terracidiphilus sp002307235, 95.0, 77.44, 0.19; GCA_003167305.1, s__Terracidiphilus sp003167305, 95.0, 77.4, 0.24; GCF_000620725.1, s__Terracidiphilus sp000620725, 95.0, 77.4, 0.17; GCA_003142015.1, s__Terracidiphilus sp003142015, 95.0, 77.37, 0.21; GCA_903911925.1, s__Terracidiphilus sp903911925, 95.0, 77.36, 0.16; GCA_003162495.1, s__Terracidiphilus sp003162495, 95.0, 77.33, 0.2; GCA_003165935.1, s__Terracidiphilus sp003165935, 95.0, 77.3, 0.15; GCA_003171315.1, s__Terracidiphilus sp003171315, 95.0, 77.29, 0.21; GCA_003142935.1, s__Terracidiphilus sp003142935, 95.0, 77.28, 0.17; GCF_900290245.1, s__Terracidiphilus gaucii, 95.0, 77.22, 0.13; GCA_003159355.1, s__Terracidiphilus sp003159355, 95.0, 77.21, 0.19; GCA_003140785.1, s__Terracidiphilus sp003140785, 95.0, 77.21, 0.14; GCA_003166055.1, s__Terracidiphilus sp003166055, 95.0, 77.2, 0.12; GCA_003133425.1, s__Terracidiphilus sp003133425, 95.0, 77.15, 0.15; GCA_003138515.1, s__Terracidiphilus sp003138515, 95.0, 77.1, 0.17; GCA_003134815.1, s__Terracidiphilus sp003134815, 95.0, 77.03, 0.15; GCA_003165095.1, s__Terracidiphilus sp003165095, 95.0, 76.94, 0.14; GCA_003156235.1, s__Terracidiphilus sp003156235, 95.0, 76.81, 0.14; GCA_003151985.1, s__Terracidiphilus sp003151985, 95.0, 76.78, 0.12; GCA_003165005.1, s__Terracidiphilus sp003165005, 95.0, 76.77, 0.17; GCA_003140705.1, s__Terracidiphilus sp003140705, 95.0, 76.62, 0.11; GCA_003156495.1, s__Terracidiphilus sp003156495, 95.0, 76.5, 0.15; GCA_003164635.1, s__Terracidiphilus sp003164635, 95.0, 76.34, 0.09	52.09	11	0.9229184901173751	Genome has more than 23.3% of markers with multiple hits
SPAdes-MaxBin2Refined-S7.081	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__											d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__	taxonomic novelty determined using RED			66.98	11	0.8810993504467495	
SPAdes-MaxBin2Refined-S7.082_sub	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__											d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__	taxonomic novelty determined using RED			44.49	11	0.8677045332229922	
SPAdes-MaxBin2Refined-S7.104_sub	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__											d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	ANI		GCA_001443545.1, s__RAAP-2 sp001443545, 95.0, 79.9, 0.19; GCA_013044265.1, s__RAAP-2 sp013044265, 95.0, 79.08, 0.09; GCA_003158855.1, s__RAAP-2 sp003158855, 95.0, 78.44, 0.17; GCA_003132165.1, s__RAAP-2 sp003132165, 95.0, 78.41, 0.18; GCA_013044405.1, s__RAAP-2 sp013044405, 95.0, 78.24, 0.15; GCA_003132205.1, s__RAAP-2 sp003132205, 95.0, 78.21, 0.2; GCA_003138815.1, s__RAAP-2 sp003138815, 95.0, 78.04, 0.15; GCA_003141095.1, s__RAAP-2 sp003141095, 95.0, 78.0, 0.17; GCA_003160115.1, s__RAAP-2 sp003160115, 95.0, 77.93, 0.13; GCA_003133125.1, s__RAAP-2 sp003133125, 95.0, 77.83, 0.13; GCA_003142095.1, s__RAAP-2 sp003142095, 95.0, 77.78, 0.11; GCA_903830745.1, s__RAAP-2 sp903830745, 95.0, 77.65, 0.06; GCA_003133685.1, s__RAAP-2 sp003133685, 95.0, 77.63, 0.12; GCA_903825035.1, s__RAAP-2 sp903825035, 95.0, 77.61, 0.03; GCA_003133665.1, s__RAAP-2 sp003133665, 95.0, 77.61, 0.16; GCA_003133075.1, s__RAAP-2 sp003133075, 95.0, 77.58, 0.1; GCA_903860745.1, s__RAAP-2 sp903860745, 95.0, 77.57, 0.11; GCA_003136415.1, s__RAAP-2 sp003136415, 95.0, 77.53, 0.09; GCA_003155915.1, s__RAAP-2 sp003155915, 95.0, 77.47, 0.13; GCA_903970515.1, s__RAAP-2 sp903970515, 95.0, 77.45, 0.11; GCA_003168075.1, s__RAAP-2 sp003168075, 95.0, 77.4, 0.1; GCA_003163875.1, s__RAAP-2 sp003163875, 95.0, 77.4, 0.09; GCA_003151555.1, s__RAAP-2 sp003151555, 95.0, 77.35, 0.09; GCA_003133005.1, s__RAAP-2 sp003133005, 95.0, 77.2, 0.09; GCA_003167415.1, s__RAAP-2 sp003167415, 95.0, 77.19, 0.12; GCA_002255565.1, s__RAAP-2 sp002255565, 95.0, 77.18, 0.12; GCA_003162475.1, s__RAAP-2 sp003162475, 95.0, 77.18, 0.12; GCA_003133405.1, s__RAAP-2 sp003133405, 95.0, 77.11, 0.1; GCA_002255315.1, s__RAAP-2 sp002255315, 95.0, 77.09, 0.12; GCA_903893745.1, s__RAAP-2 sp903893745, 95.0, 77.08, 0.08; GCA_003141815.1, s__RAAP-2 sp003141815, 95.0, 77.07, 0.14; GCA_003170315.1, s__RAAP-2 sp003170315, 95.0, 77.06, 0.12; GCA_003152215.1, s__RAAP-2 sp003152215, 95.0, 77.03, 0.09; GCA_003136495.1, s__RAAP-2 sp003136495, 95.0, 76.9, 0.11; GCA_003132305.1, s__RAAP-2 sp003132305, 95.0, 76.87, 0.12; GCA_903832015.1, s__RAAP-2 sp903832015, 95.0, 76.85, 0.03; GCA_003134515.1, s__RAAP-2 sp003134515, 95.0, 76.85, 0.11; GCA_903825765.1, s__RAAP-2 sp903825765, 95.0, 76.81, 0.07; GCA_903871335.1, s__RAAP-2 sp903871335, 95.0, 76.79, 0.06; GCA_903828785.1, s__RAAP-2 sp903828785, 95.0, 76.78, 0.05; GCA_903848885.1, s__RAAP-2 sp903848885, 95.0, 76.73, 0.05; GCA_903854175.1, s__RAAP-2 sp903854175, 95.0, 76.67, 0.02; GCA_003131665.1, s__RAAP-2 sp003131665, 95.0, 76.66, 0.1; GCA_003138895.1, s__RAAP-2 sp003138895, 95.0, 76.64, 0.05; GCA_003152555.1, s__RAAP-2 sp003152555, 95.0, 76.55, 0.07; GCA_903860915.1, s__RAAP-2 sp903860915, 95.0, 76.34, 0.05; GCA_009701115.1, s__RAAP-2 sp009701115, 95.0, 76.25, 0.03; GCA_903873775.1, s__RAAP-2 sp903873775, 95.0, 76.21, 0.06; GCA_903826715.1, s__RAAP-2 sp903826715, 95.0, 76.18, 0.03; GCA_903885505.1, s__RAAP-2 sp903885505, 95.0, 76.14, 0.04; GCA_903924205.1, s__RAAP-2 sp903924205, 95.0, 76.12, 0.05; GCA_013044285.1, s__RAAP-2 sp013044285, 95.0, 76.01, 0.06; GCA_903830655.1, s__RAAP-2 sp903830655, 95.0, 75.93, 0.04; GCA_009726065.1, s__RAAP-2 sp009726065, 95.0, 75.67, 0.04	61.03	11	0.9619397011914408	
SPAdes-MaxBin2Refined-S7.110_sub	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	taxonomic novelty determined using RED			36.83	11	0.6630667669088409	Genome has more than 20.8% of markers with multiple hits
SPAdes-MetaBAT2Refined-S7.100	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__											d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__	taxonomic novelty determined using RED			90.15	11	0.8478372575123029	
SPAdes-MetaBAT2Refined-S7.103_sub	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__						GCA_002387725.1	95.0	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__UBA4572;s__UBA4572 sp002387725	77.3	0.2	d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__;s__	taxonomic classification defined by topology and ANI			74.29	11	0.8459645997445001	
SPAdes-MetaBAT2Refined-S7.106	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__;g__;s__	taxonomic novelty determined using RED			94.12	11	0.7251233057316366	
SPAdes-MetaBAT2Refined-S7.112_sub	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Acidiferrobacter;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__;g__;s__	taxonomic novelty determined using RED			53.29	11	0.9298363831527954	
SPAdes-MetaBAT2Refined-S7.119	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	taxonomic novelty determined using RED			94.28	11	0.9167421822398248	
SPAdes-MetaBAT2Refined-S7.12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidibrevibacterium;s__Acidibrevibacterium fodinaquatile	GCF_003352165.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidibrevibacterium;s__Acidibrevibacterium fodinaquatile	98.54	0.95	GCF_003352165.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidibrevibacterium;s__Acidibrevibacterium fodinaquatile	98.54	0.95	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidibrevibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_011332665.1, s__Acidibrevibacterium sp011332665, 95.0, 80.67, 0.66	89.32	11		
SPAdes-MetaBAT2Refined-S7.121_sub	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Acidiferrobacter;s__Acidiferrobacter thiooxydans	GCF_003333315.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Acidiferrobacter;s__Acidiferrobacter thiooxydans	98.65	0.85	GCF_003333315.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Acidiferrobacter;s__Acidiferrobacter thiooxydans	98.65	0.85	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Acidiferrobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003184265.1, s__Acidiferrobacter sp003184265, 95.0, 92.57, 0.8	75.2	11		
SPAdes-MetaBAT2Refined-S7.122	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__JABEVD01;g__JABEVD01;s__						GCA_013044025.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__JABEVD01;g__JABEVD01;s__JABEVD01 sp013044025	78.42	0.39	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__;g__;s__	taxonomic classification defined by topology and ANI			94.94	11	0.8574333260940173	
SPAdes-MetaBAT2Refined-S7.123_sub	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__						GCA_003151425.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__Palsa-883 sp003151425	78.72	0.49	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	taxonomic classification defined by topology and ANI			87.12	11	0.8844689524844698	
SPAdes-MetaBAT2Refined-S7.124_sub	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__Aquicella;s__						GCF_902459475.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__Aquicella;s__Aquicella lusitana	76.89	0.14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-16500;f__DSM-16500;g__Aquicella;s__	taxonomic classification defined by topology and ANI		GCA_004322325.1, s__Aquicella sp004322325, 95.0, 77.18, 0.13	86.42	11	0.9314537161696076	
SPAdes-MetaBAT2Refined-S7.14	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__;s__											d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__;g__;s__	taxonomic novelty determined using RED			88.27	11	0.7564187863732453	
SPAdes-MetaBAT2Refined-S7.142_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__;g__;s__	taxonomic novelty determined using RED			77.07	11	0.7725593549519059	
SPAdes-MetaBAT2Refined-S7.20	d__Bacteria;p__SZUA-79;c__SZUA-79;o__Acidulodesulfobacterales;f__SZUA-79;g__Acidulodesulfobacterium;s__						GCA_004195035.1	95.0	d__Bacteria;p__SZUA-79;c__SZUA-79;o__Acidulodesulfobacterales;f__SZUA-79;g__Acidulodesulfobacterium;s__Acidulodesulfobacterium ferriphilum	77.05	0.26	d__Bacteria;p__SZUA-79;c__SZUA-79;o__Acidulodesulfobacterales;f__SZUA-79;g__Acidulodesulfobacterium;s__	taxonomic classification defined by topology and ANI		GCA_011358715.1, s__Acidulodesulfobacterium sp011358715, 95.0, 77.03, 0.24; GCA_008534395.1, s__Acidulodesulfobacterium acidiphilum, 95.0, 76.69, 0.15; GCA_003232385.1, s__Acidulodesulfobacterium sp003232385, 95.0, 76.59, 0.12	93.96	11	0.8936747720648077	
SPAdes-MetaBAT2Refined-S7.22_sub	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	taxonomic novelty determined using RED			79.89	11	0.8951180557236378	
SPAdes-MetaBAT2Refined-S7.25	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__;s__						GCA_003165355.1	95.0	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__BOG-1370;s__BOG-1370 sp003165355	75.97	0.03	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliaceae;g__;s__	taxonomic classification defined by topology and ANI			77.35	11	0.7757562859797852	
SPAdes-MetaBAT2Refined-S7.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6186;f__UBA6186;g__CADEGZ01;s__						GCA_013286785.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6186;f__UBA6186;g__CADEGZ01;s__CADEGZ01 sp013286785	75.83	0.07	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6186;f__UBA6186;g__CADEGZ01;s__	taxonomic classification defined by topology and ANI		GCA_902827015.1, s__CADEGZ01 sp902827015, 95.0, 76.08, 0.15	89.66	11	0.8729851695711414	
SPAdes-MetaBAT2Refined-S7.28	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__;s__						GCA_002451085.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__UBA6901;s__UBA6901 sp002451085	76.03	0.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__;s__	taxonomic classification defined by topology and ANI			94.52	11	0.7844703780557779	
SPAdes-MetaBAT2Refined-S7.30	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__Colwellbacteraceae;g__;s__											d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__Colwellbacteraceae;g__;s__	taxonomic classification fully defined by topology			68.29	11	0.7925565352154315	
SPAdes-MetaBAT2Refined-S7.33	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__C7867-001;s__											d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__C7867-001;s__	ANI		GCA_903994795.1, s__C7867-001 sp903994795, 95.0, 83.13, 0.02; GCA_011322135.1, s__C7867-001 sp011322135, 95.0, 81.8, 0.02; GCA_001781625.1, s__C7867-001 sp001781625, 95.0, 79.89, 0.07; GCA_003230945.1, s__C7867-001 sp003230945, 95.0, 79.67, 0.05; GCA_002773355.1, s__C7867-001 sp002773355, 95.0, 79.53, 0.06; GCA_900299275.1, s__C7867-001 sp900299275, 95.0, 78.71, 0.1; GCA_001189095.1, s__C7867-001 sp001189095, 95.0, 78.67, 0.05; GCA_002429325.1, s__C7867-001 sp002429325, 95.0, 78.48, 0.07; GCA_013815345.1, s__C7867-001 sp013815345, 95.0, 78.36, 0.03; GCA_002441425.1, s__C7867-001 sp002441425, 95.0, 77.47, 0.03; GCA_001004905.1, s__C7867-001 sp001004905, 95.0, 77.24, 0.11; GCA_002255585.1, s__C7867-001 sp002255585, 95.0, 77.18, 0.06; GCA_002793115.1, s__C7867-001 sp002793115, 95.0, 77.12, 0.1; GCA_903825105.1, s__C7867-001 sp903825105, 95.0, 76.95, 0.06; GCA_001781915.1, s__C7867-001 sp001781915, 95.0, 76.79, 0.05; GCA_001781715.1, s__C7867-001 sp001781715, 95.0, 76.79, 0.14; GCA_001189215.1, s__C7867-001 sp001189215, 95.0, 76.74, 0.02; GCA_001189075.1, s__C7867-001 sp001189075, 95.0, 76.7, 0.05; GCA_001781095.1, s__C7867-001 sp001781095, 95.0, 76.39, 0.07; GCA_001783465.1, s__C7867-001 sp001783465, 95.0, 76.33, 0.08; GCA_011052355.1, s__C7867-001 sp011052355, 95.0, 75.9, 0.01; GCA_001189195.1, s__C7867-001 sp001189195, 95.0, 75.19, 0.03	63.29	11	0.9170342327353702	
SPAdes-MetaBAT2Refined-S7.39_sub	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__											d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__;f__;g__;s__	taxonomic novelty determined using RED			72.52	11	0.7801088689033219	
SPAdes-MetaBAT2Refined-S7.47	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__;s__						GCA_903970495.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__CAJCIY01;g__CAJCIY01;s__CAJCIY01 sp903970495	77.3	0.34	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__;g__;s__	taxonomic classification defined by topology and ANI			85.19	11	0.8316433983047623	
